screen_name,r,w
869,"[0.         0.18182087 1.15337766 0.36033407 0.69679339 0.87861426
 1.85017105 1.05712746 0.30102747 0.48284834 1.45440513 0.66136154
 0.21390326 0.39572413 1.36728092 0.57423733]",[0.21390326 0.30102747 0.69679339 0.36033407 1.15337766 0.18182087]
424,"[ 0.          0.67830943  2.90696538  0.93790605 -2.5693064  -1.89099698
  0.33765898 -1.63140035  0.12268073  0.80099015  3.02964611  1.06058678
  0.27930275  0.95761217  3.18626813  1.21720879]",[ 0.27930275  0.12268073 -2.5693064   0.93790605  2.90696538  0.67830943]
364,"[ 0.00000000e+00 -1.12579573e+01  2.85485776e-01  1.22547817e+01
  1.63832880e+00 -9.61962850e+00  1.92381458e+00  1.38931105e+01
 -1.22482138e+01 -2.35061711e+01 -1.19627281e+01  6.56786115e-03
  2.51605926e+01  1.39026353e+01  2.54460784e+01  3.74153743e+01]","[ 25.16059263 -12.24821385   1.6383288   12.25478171   0.28548578
 -11.2579573 ]"
27,"[ 0.          0.37554947  0.69127069  2.06452352  7.92576885  8.30131832
  8.61703953  9.99029236 -0.64754067 -0.2719912   0.04373002  1.41698284
 -1.02480496 -0.64925549 -0.33353427  1.03971856]",[-1.02480496 -0.64754067  7.92576885  2.06452352  0.69127069  0.37554947]
249,"[ 0.          0.62127933  0.48424618 23.43240346 15.1308309  15.75211022
 15.61507707 38.56323435 12.79740861 13.41868794 13.28165478 36.22981207
  6.47994859  7.10122792  6.96419477 29.91235205]",[ 6.47994859 12.79740861 15.1308309  23.43240346  0.48424618  0.62127933]
1076,"[  0.           0.48248629   0.84972803  -2.10563159  -6.08553673
  -5.60305045  -5.2358087   -8.19116832 -10.78784355 -10.30535727
  -9.93811552 -12.89347514   4.28654606   4.76903235   5.1362741
   2.18091448]","[  4.28654606 -10.78784355  -6.08553673  -2.10563159   0.84972803
   0.48248629]"
1022,"[  0.           0.68606384   0.10690573   3.7847642    2.92660931
   3.61267315   3.03351504   6.71137352 -17.02762273 -16.34155889
 -16.92071701 -13.24285853  10.91078356  11.5968474   11.01768929
  14.69554777]","[ 10.91078356 -17.02762273   2.92660931   3.7847642    0.10690573
   0.68606384]"
464,"[0.         0.50504401 0.68373584 0.63070494 0.59370123 1.09874524
 1.27743708 1.22440617 0.2595773  0.7646213  0.94331314 0.89028224
 1.06708059 1.57212459 1.75081643 1.69778552]",[1.06708059 0.2595773  0.59370123 0.63070494 0.68373584 0.50504401]
784,"[0.         0.55442303 0.8458116  0.98264412 0.50412582 1.05854885
 1.34993742 1.48676995 0.25626265 0.81068568 1.10207425 1.23890678
 3.22321383 3.77763686 4.06902542 4.20585795]",[3.22321383 0.25626265 0.50412582 0.98264412 0.8458116  0.55442303]
356,"[0.00000000e+00 9.95551767e-01 3.04616033e-02 2.13174054e+00
 4.07349773e-01 1.40290154e+00 4.37811377e-01 2.53909031e+00
 1.21174824e+00 2.20730001e+00 1.24220985e+00 3.34348878e+00
 2.53392062e-04 9.95805159e-01 3.07149954e-02 2.13199393e+00]","[2.53392062e-04 1.21174824e+00 4.07349773e-01 2.13174054e+00
 3.04616033e-02 9.95551767e-01]"
346,"[ 0.          0.67897589  0.29275478  2.69920562  0.86535547  1.54433135
  1.15811025  3.56456109 -0.19995067  0.47902522  0.09280411  2.49925496
  0.47745741  1.15643329  0.77021219  3.17666303]",[ 0.47745741 -0.19995067  0.86535547  2.69920562  0.29275478  0.67897589]
816,"[ 0.          0.09551194  0.34424115  1.18739787  1.90265003  1.99816197
  2.24689117  3.0900479   0.94222474  1.03773668  1.28646588  2.12962261
 -0.15651261 -0.06100067  0.18772854  1.03088526]",[-0.15651261  0.94222474  1.90265003  1.18739787  0.34424115  0.09551194]
574,"[ 0.          0.59467587  1.88305091  1.20076665  0.36517945  0.95985533
  2.24823037  1.56594611 -3.5068624  -2.91218652 -1.62381148 -2.30609574
 -3.48856414 -2.89388827 -1.60551323 -2.28779749]",[-3.48856414 -3.5068624   0.36517945  1.20076665  1.88305091  0.59467587]
344,"[ 0.          0.36404567  2.31653413  1.99637591  0.10996581  0.47401148
  2.42649994  2.10634172  0.18456987  0.54861554  2.501104    2.18094578
 -1.8651815  -1.50113584  0.45135263  0.1311944 ]",[-1.8651815   0.18456987  0.10996581  1.99637591  2.31653413  0.36404567]
595,"[ 0.          0.81080776  2.48295818 -1.14259924  0.57834238  1.38915014
  3.06130056 -0.56425686  0.76326905  1.57407681  3.24622723 -0.37933019
 -4.54165971 -3.73085195 -2.05870153 -5.68425895]",[-4.54165971  0.76326905  0.57834238 -1.14259924  2.48295818  0.81080776]
195,"[ 0.          0.22405939  4.63397139 -3.71940758  0.57911945  0.80317885
  5.21309084 -3.14028812  0.02533551  0.2493949   4.65930689 -3.69407207
  4.04983834  4.27389773  8.68380973  0.33043076]",[ 4.04983834  0.02533551  0.57911945 -3.71940758  4.63397139  0.22405939]
152,"[0.         0.75143    0.95237583 1.8441448  0.3029017  1.0543317
 1.25527754 2.1470465  0.68587529 1.43730529 1.63825113 2.53002009
 1.15838582 1.90981581 2.11076165 3.00253062]",[1.15838582 0.68587529 0.3029017  1.8441448  0.95237583 0.75143   ]
1074,"[  0.           0.62211775   0.24245571  -3.84728119  -1.93147346
  -1.30935571  -1.68901775  -5.77875466   0.33002235   0.9521401
   0.57247806  -3.51725884 135.03426435 135.6563821  135.27672006
 131.18698315]","[135.03426435   0.33002235  -1.93147346  -3.84728119   0.24245571
   0.62211775]"
1026,"[0.         0.55767411 0.07782429 3.16618229 2.67079063 3.22846474
 2.74861492 5.83697292 1.3804439  1.93811801 1.45826819 4.54662619
 0.85743391 1.41510802 0.9352582  4.02361621]",[0.85743391 1.3804439  2.67079063 3.16618229 0.07782429 0.55767411]
355,"[ 0.          0.87786611  0.02104403 -0.17264661  0.35311972  1.23098583
  0.37416375  0.18047311  0.68249353  1.56035964  0.70353756  0.50984692
  1.77998237  2.65784848  1.80102641  1.60733577]",[ 1.77998237  0.68249353  0.35311972 -0.17264661  0.02104403  0.87786611]
215,"[ 0.          0.84625261  2.85481153  0.85758403  1.47208871  2.31834131
  4.32690023  2.32967274  1.84034709  2.6865997   4.69515862  2.69793112
 -3.04588313 -2.19963053 -0.19107161 -2.1882991 ]",[-3.04588313  1.84034709  1.47208871  0.85758403  2.85481153  0.84625261]
1023,"[ 0.          0.6323628   0.36744444 -2.08944612  2.69901104  3.33137384
  3.06645548  0.60956492  1.92152275  2.55388555  2.28896719 -0.16792337
  2.37028854  3.00265134  2.73773298  0.28084242]",[ 2.37028854  1.92152275  2.69901104 -2.08944612  0.36744444  0.6323628 ]
911,"[0.         0.55364125 0.32843957 0.78126129 0.98472038 1.53836163
 1.31315995 1.76598167 0.01547512 0.56911638 0.34391469 0.79673642
 1.32207614 1.87571739 1.65051571 2.10333743]",[1.32207614 0.01547512 0.98472038 0.78126129 0.32843957 0.55364125]
634,"[0.         0.19010688 1.21323201 0.07468133 0.45057713 0.64068401
 1.66380914 0.52525846 0.89931737 1.08942426 2.11254938 0.9739987
 4.19420368 4.38431056 5.40743568 4.26888501]",[4.19420368 0.89931737 0.45057713 0.07468133 1.21323201 0.19010688]
397,"[0.         0.08966912 0.27061948 0.68379842 0.16021197 0.24988109
 0.43083145 0.84401039 0.0608131  0.15048221 0.33143258 0.74461152
 1.24671962 1.33638874 1.5173391  1.93051804]",[1.24671962 0.0608131  0.16021197 0.68379842 0.27061948 0.08966912]
458,"[0.         0.53746866 1.08567082 0.39456208 1.14144411 1.67891277
 2.22711493 1.53600619 0.27323038 0.81069904 1.3589012  0.66779246
 0.31426995 0.85173861 1.39994077 0.70883203]",[0.31426995 0.27323038 1.14144411 0.39456208 1.08567082 0.53746866]
362,"[ 0.          1.19095538  0.25117099  0.72695299  0.84875256  2.03970794
  1.09992355  1.57570556  0.83757209  2.02852747  1.08874308  1.56452508
 12.96508527 14.15604065 13.21625626 13.69203827]",[12.96508527  0.83757209  0.84875256  0.72695299  0.25117099  1.19095538]
981,"[ 0.          0.39301871  1.21159739  1.88108629  0.8922737   1.28529242
  2.1038711   2.77335999 -0.2216393   0.17137941  0.98995809  1.65944699
 -0.52837743 -0.13535872  0.68321996  1.35270886]",[-0.52837743 -0.2216393   0.8922737   1.88108629  1.21159739  0.39301871]
145,"[ 0.          0.71445016  0.77027534 26.80149326  0.91346092  1.62791107
  1.68373625 27.71495417  5.65800971  6.37245987  6.42828505 32.45950297
  0.04661126  0.76106142  0.8168866  26.84810452]",[ 0.04661126  5.65800971  0.91346092 26.80149326  0.77027534  0.71445016]
375,"[  0.           0.1581921   24.96533953   7.9648277   -4.55250435
  -4.39431225  20.41283518   3.41232335   1.2414433    1.39963541
  26.20678283   9.206271   -75.34373835 -75.18554625 -50.37839882
 -67.37891065]","[-75.34373835   1.2414433   -4.55250435   7.9648277   24.96533953
   0.1581921 ]"
509,"[ 0.          0.85211236  0.0364882   2.97249363 -4.33458411 -3.48247175
 -4.29809591 -1.36209049  8.67930705  9.53141941  8.71579525 11.65180067
  0.10758923  0.95970159  0.14407743  3.08008286]",[ 0.10758923  8.67930705 -4.33458411  2.97249363  0.0364882   0.85211236]
623,"[  0.           0.56911971  63.3980747  305.29449883   3.4484785
   4.01759821  66.84655319 308.74297733   0.98578281   1.55490252
  64.38385751 306.28028164  36.36611417  36.93523388  99.76418887
 341.660613  ]","[ 36.36611417   0.98578281   3.4484785  305.29449883  63.3980747
   0.56911971]"
597,"[0.         0.50955806 0.84784434 0.13278321 1.22500944 1.7345675
 2.07285378 1.35779265 1.80293949 2.31249755 2.65078383 1.9357227
 0.0943242  0.60388226 0.94216855 0.22710741]",[0.0943242  1.80293949 1.22500944 0.13278321 0.84784434 0.50955806]
373,"[ 0.          0.0836526   0.66262038 21.17746741  8.06093025  8.14458285
  8.72355063 29.23839766  0.23748098  0.32113358  0.90010136 21.41494839
 -0.27498654 -0.19133395  0.38763383 20.90248086]",[-0.27498654  0.23748098  8.06093025 21.17746741  0.66262038  0.0836526 ]
657,"[ 0.00000000e+00  5.62433434e-01  7.16747457e-03 -3.28186354e+00
  8.78380386e-01  1.44081382e+00  8.85547860e-01 -2.40348315e+00
  7.24243212e-01  1.28667665e+00  7.31410687e-01 -2.55762033e+00
  8.00457118e+00  8.56700462e+00  8.01173866e+00  4.72270764e+00]","[ 8.00457118e+00  7.24243212e-01  8.78380386e-01 -3.28186354e+00
  7.16747457e-03  5.62433434e-01]"
1072,"[ 0.          0.27572368  1.51264127  1.6949948   0.81987838  1.09560206
  2.33251965  2.51487319  0.30262996  0.57835364  1.81527123  1.99762476
 -1.42297442 -1.14725074  0.08966685  0.27202039]",[-1.42297442  0.30262996  0.81987838  1.6949948   1.51264127  0.27572368]
390,"[0.         0.37427689 0.78222869 0.20548826 0.57392128 0.94819816
 1.35614997 0.77940954 1.6777949  2.05207178 2.46002358 1.88328316
 1.58098925 1.95526614 2.36321794 1.78647751]",[1.58098925 1.6777949  0.57392128 0.20548826 0.78222869 0.37427689]
188,"[0.         0.08807424 0.87945146 0.1627486  0.81966585 0.90774009
 1.69911731 0.98241445 0.96555406 1.0536283  1.84500552 1.12830266
 1.45833242 1.54640666 2.33778388 1.62108102]",[1.45833242 0.96555406 0.81966585 0.1627486  0.87945146 0.08807424]
567,"[ 0.00000000e+00  4.34055153e-01  4.82352394e-01  7.76176245e-01
  5.44151211e-01  9.78206364e-01  1.02650361e+00  1.32032746e+00
 -7.75180329e-01 -3.41125176e-01 -2.92827935e-01  9.95915679e-04
  1.42892846e+01  1.47233398e+01  1.47716370e+01  1.50654609e+01]",[14.28928463 -0.77518033  0.54415121  0.77617624  0.48235239  0.43405515]
358,"[0.         0.8523477  0.4305423  2.01416175 0.8340753  1.686423
 1.2646176  2.84823705 0.28470039 1.13704809 0.71524269 2.29886214
 1.83383343 2.68618113 2.26437573 3.84799518]",[1.83383343 0.28470039 0.8340753  2.01416175 0.4305423  0.8523477 ]
116,"[0.         0.68171232 0.3751076  2.59941447 2.11797794 2.79969026
 2.49308554 4.7173924  0.82119351 1.50290583 1.19630111 3.42060797
 3.18602876 3.86774108 3.56113636 5.78544323]",[3.18602876 0.82119351 2.11797794 2.59941447 0.3751076  0.68171232]
423,"[ 0.          0.1075553   1.12098505  0.81256609  0.63761606  0.74517136
  1.7586011   1.45018214  2.59968343  2.70723873  3.72066847  3.41224951
 -2.10899395 -2.00143865 -0.9880089  -1.29642786]",[-2.10899395  2.59968343  0.63761606  0.81256609  1.12098505  0.1075553 ]
982,"[ 0.          0.84487997  0.75133455  3.22950645  0.00433214  0.84921211
  0.75566669  3.23383859  0.18619101  1.03107098  0.93752556  3.41569746
 -1.03072213 -0.18584216 -0.27938758  2.19878432]",[-1.03072213  0.18619101  0.00433214  3.22950645  0.75133455  0.84487997]
658,"[ 0.          0.05078336  0.8262094   3.01256693  3.7162575   3.76704086
  4.54246689  6.72882443  0.29134115  0.34212451  1.11755054  3.30390808
 -0.86579326 -0.8150099  -0.03958386  2.14677368]",[-0.86579326  0.29134115  3.7162575   3.01256693  0.8262094   0.05078336]
416,"[ 0.          0.45560247  0.98611279  0.74363563  4.21975614  4.6753586
  5.20586893  4.96339176  0.11814896  0.57375143  1.10426176  0.86178459
 -0.36193324  0.09366923  0.62417956  0.38170239]",[-0.36193324  0.11814896  4.21975614  0.74363563  0.98611279  0.45560247]
986,"[  0.           0.37721914   0.72790078  39.48205776   0.57447047
   0.95168961   1.30237125  40.05652823  36.17742966  36.55464881
  36.90533044  75.65948742 -12.22028643 -11.84306729 -11.49238566
  27.26177132]","[-12.22028643  36.17742966   0.57447047  39.48205776   0.72790078
   0.37721914]"
200,"[ 0.          0.42758738 -2.19069483  3.10020464  3.65100966  4.07859704
  1.46031483  6.7512143  -3.18871388 -2.7611265  -5.37940871 -0.08850924
  6.36659915  6.79418653  4.17590432  9.46680379]",[ 6.36659915 -3.18871388  3.65100966  3.10020464 -2.19069483  0.42758738]
437,"[ 0.          1.88316108  0.73766984  0.47138117  0.83648592  2.71964701
  1.57415577  1.3078671  -2.34567626 -0.46251518 -1.60800642 -1.87429509
 -2.30917497 -0.42601388 -1.57150512 -1.83779379]",[-2.30917497 -2.34567626  0.83648592  0.47138117  0.73766984  1.88316108]
702,"[ 0.          0.02489109  0.75516198  7.16480887  0.19657694  0.22146803
  0.95173892  7.36138582  2.37822551  2.4031166   3.13338749  9.54303438
 -1.91219676 -1.88730567 -1.15703478  5.25261211]",[-1.91219676  2.37822551  0.19657694  7.16480887  0.75516198  0.02489109]
418,"[0.         0.86109278 0.66910916 0.96637391 0.81029191 1.67138469
 1.47940107 1.77666583 0.90774796 1.76884074 1.57685712 1.87412188
 0.08958771 0.95068049 0.75869687 1.05596162]",[0.08958771 0.90774796 0.81029191 0.96637391 0.66910916 0.86109278]
46,"[0.         0.92730671 1.07551582 0.28461047 0.78571436 1.71302107
 1.86123018 1.07032483 0.06715293 0.99445964 1.14266875 0.35176341
 0.93567696 1.86298367 2.01119278 1.22028743]",[0.93567696 0.06715293 0.78571436 0.28461047 1.07551582 0.92730671]
326,"[ 0.          0.77349578  0.76506651  0.9408972   0.9848107   1.75830649
  1.74987721  1.9257079   0.36679519  1.14029098  1.1318617   1.30769239
 34.15343849 34.92693427 34.918505   35.09433569]",[34.15343849  0.36679519  0.9848107   0.9408972   0.76506651  0.77349578]
156,"[  0.           0.28153633   0.39133778  41.94532623   7.52252414
   7.80406047   7.91386192  49.46785037   3.9006794    4.18221573
   4.29201718  45.84600563 228.6271712  228.90870752 229.01850897
 270.57249742]","[228.6271712    3.9006794    7.52252414  41.94532623   0.39133778
   0.28153633]"
736,"[0.         0.4328447  0.97095971 1.1743561  2.05472543 2.48757013
 3.02568514 3.22908153 0.49761795 0.93046266 1.46857767 1.67197405
 0.78648815 1.21933285 1.75744786 1.96084425]",[0.78648815 0.49761795 2.05472543 1.1743561  0.97095971 0.4328447 ]
635,"[ 0.          0.54822691 43.96479805  6.03677727  3.99067077  4.53889768
 47.95546882 10.02744804  8.48273356  9.03096047 52.44753162 14.51951083
 10.1540241  10.70225101 54.11882215 16.19080137]",[10.1540241   8.48273356  3.99067077  6.03677727 43.96479805  0.54822691]
999,"[  0.           0.52571762   9.05815815   4.80537297   0.96757106
   1.49328869  10.02572921   5.77294403   0.863886     1.38960363
   9.92204416   5.66925897 -11.59352188 -11.06780426  -2.53536373
  -6.78814891]","[-11.59352188   0.863886     0.96757106   4.80537297   9.05815815
   0.52571762]"
709,"[ 0.          0.72002894  1.03196833  0.71208024  0.23673704  0.95676598
  1.26870537  0.94881728  0.73197525  1.45200419  1.76394357  1.44405549
 -0.24441078  0.47561816  0.78755754  0.46766945]",[-0.24441078  0.73197525  0.23673704  0.71208024  1.03196833  0.72002894]
7,"[0.00000000e+00 6.29690791e-01 7.12652722e-01 1.09737966e+01
 7.90835660e+00 8.53804739e+00 8.62100932e+00 1.88821532e+01
 8.13927989e-02 7.11083590e-01 7.94045521e-01 1.10551894e+01
 2.20450108e+02 2.21079798e+02 2.21162760e+02 2.31423904e+02]","[2.20450108e+02 8.13927989e-02 7.90835660e+00 1.09737966e+01
 7.12652722e-01 6.29690791e-01]"
502,"[ 0.          0.17160348  6.0326082  -5.10850739  0.40893124  0.58053472
  6.44153944 -4.69957614  0.73066872  0.90227219  6.76327692 -4.37783867
 14.42125302 14.5928565  20.45386122  9.31274563]",[14.42125302  0.73066872  0.40893124 -5.10850739  6.0326082   0.17160348]
337,"[ 0.          4.06071618  0.97394949  0.9347549   0.32257768  4.38329386
  1.29652717  1.25733257  1.22445988  5.28517606  2.19840937  2.15921477
 -8.86558032 -4.80486414 -7.89163083 -7.93082542]",[-8.86558032  1.22445988  0.32257768  0.9347549   0.97394949  4.06071618]
872,"[0.         1.14734733 0.90228868 0.40814639 0.70008115 1.84742848
 1.60236983 1.10822754 0.94456508 2.09191241 1.84685376 1.35271147
 0.12480961 1.27215694 1.02709829 0.532956  ]",[0.12480961 0.94456508 0.70008115 0.40814639 0.90228868 1.14734733]
519,"[0.         0.24963507 1.1350549  0.83184363 0.46165492 0.71128999
 1.59670981 1.29349855 1.38831736 1.63795243 2.52337226 2.220161
 0.04151022 0.29114529 1.17656512 0.87335386]",[0.04151022 1.38831736 0.46165492 0.83184363 1.1350549  0.24963507]
381,"[ 0.          0.95703281  0.88719224 -0.20584517  0.99778607  1.95481887
  1.88497831  0.7919409   0.09135704  1.04838984  0.97854928 -0.11448813
  5.68972889  6.6467617   6.57692114  5.48388373]",[ 5.68972889  0.09135704  0.99778607 -0.20584517  0.88719224  0.95703281]
753,"[ 0.          0.20262401  0.99131219  2.90030451  0.73388582  0.93650983
  1.72519801  3.63419033  0.73706059  0.9396846   1.72837278  3.6373651
 -0.296513   -0.09388899  0.69479919  2.60379151]",[-0.296513    0.73706059  0.73388582  2.90030451  0.99131219  0.20262401]
970,"[0.         0.80959919 0.45905921 1.95206814 0.23794639 1.04754558
 0.6970056  2.19001452 1.09944166 1.90904085 1.55850087 3.0515098
 0.81345925 1.62305845 1.27251846 2.76552739]",[0.81345925 1.09944166 0.23794639 1.95206814 0.45905921 0.80959919]
966,"[0.         0.173834   0.60220333 2.57951145 0.519903   0.693737
 1.12210633 3.09941445 0.76840757 0.94224157 1.3706109  3.34791901
 1.18757258 1.36140658 1.78977591 3.76708403]",[1.18757258 0.76840757 0.519903   2.57951145 0.60220333 0.173834  ]
1066,"[ 0.          0.8711322   0.76547208 10.13562711  0.23756225  1.10869445
  1.00303433 10.37318936  0.9660182   1.8371504   1.73149028 11.10164531
  0.44807086  1.31920306  1.21354294 10.58369797]",[ 0.44807086  0.9660182   0.23756225 10.13562711  0.76547208  0.8711322 ]
70,"[ 0.          2.32773328  0.09233075 -1.45625178  9.13302405 11.46075733
  9.2253548   7.67677227 -1.00369713  1.32403614 -0.91136638 -2.45994891
  0.93536611  3.26309938  1.02769685 -0.52088568]",[ 0.93536611 -1.00369713  9.13302405 -1.45625178  0.09233075  2.32773328]
181,"[ 0.          0.70668148  1.85031063  1.80845402  0.44646254  1.15314402
  2.29677316  2.25491656  0.73238739  1.43906888  2.58269802  2.54084141
 -1.0656301  -0.35894862  0.78468053  0.74282392]",[-1.0656301   0.73238739  0.44646254  1.80845402  1.85031063  0.70668148]
470,"[ 0.          0.46806911  0.80827512 -1.4777742   0.61107327  1.07914238
  1.41934839 -0.86670093 -2.9283263  -2.46025719 -2.12005118 -4.40610049
 15.42805823 15.89612735 16.23633336 13.95028404]",[15.42805823 -2.9283263   0.61107327 -1.4777742   0.80827512  0.46806911]
174,"[ 0.          0.70030003  3.66987606  1.65764804  0.98306907  1.6833691
  4.65294514  2.64071711  0.8191673   1.51946733  4.48904337  2.47681534
 -9.10998615 -8.40968613 -5.44011009 -7.45233811]",[-9.10998615  0.8191673   0.98306907  1.65764804  3.66987606  0.70030003]
154,"[ 0.          0.41507629  1.56232265 -0.27302708  0.28782243  0.70289873
  1.85014508  0.01479535  1.21117134  1.62624763  2.77349399  0.93814426
  1.90692901  2.3220053   3.46925166  1.63390193]",[ 1.90692901  1.21117134  0.28782243 -0.27302708  1.56232265  0.41507629]
751,"[0.         0.57247511 0.73217717 2.68960346 0.82429594 1.39677105
 1.5564731  3.51389939 0.9492063  1.52168142 1.68138347 3.63880976
 2.33617763 2.90865274 3.0683548  5.02578108]",[2.33617763 0.9492063  0.82429594 2.68960346 0.73217717 0.57247511]
345,"[0.         0.81329589 0.64595525 0.3369114  0.01161208 0.82490797
 0.65756733 0.34852349 0.17533252 0.98862841 0.82128777 0.51224392
 1.61723269 2.43052858 2.26318794 1.9541441 ]",[1.61723269 0.17533252 0.01161208 0.3369114  0.64595525 0.81329589]
1080,"[ 0.          0.62660618  1.84416332  1.0961317  -0.08154189  0.54506429
  1.76262143  1.01458981  1.87844577  2.50505195  3.72260909  2.97457747
 -0.82629917 -0.19969299  1.01786414  0.26983253]",[-0.82629917  1.87844577 -0.08154189  1.0961317   1.84416332  0.62660618]
6,"[0.         0.11532594 1.13713134 0.25808311 0.30541174 0.42073768
 1.44254308 0.56349486 0.97695783 1.09228376 2.11408917 1.23504094
 1.28995437 1.4052803  2.42708571 1.54803748]",[1.28995437 0.97695783 0.30541174 0.25808311 1.13713134 0.11532594]
815,"[0.         0.17263048 0.5481014  7.10257984 0.84522268 1.01785315
 1.39332407 7.94780252 0.51663815 0.68926863 1.06473955 7.619218
 0.05834053 0.23097101 0.60644193 7.16092037]",[0.05834053 0.51663815 0.84522268 7.10257984 0.5481014  0.17263048]
223,"[ 0.          0.04526828  0.04739394 -1.79199856  0.25191747  0.29718574
  0.2993114  -1.54008109  0.26871947  0.31398775  0.31611341 -1.52327908
  3.19236062  3.2376289   3.23975456  1.40036207]",[ 3.19236062  0.26871947  0.25191747 -1.79199856  0.04739394  0.04526828]
128,"[0.         0.94478431 0.05198972 4.63586212 0.63778107 1.58256538
 0.68977079 5.27364319 2.24947044 3.19425476 2.30146016 6.88533256
 3.16605358 4.11083789 3.2180433  7.80191569]",[3.16605358 2.24947044 0.63778107 4.63586212 0.05198972 0.94478431]
987,"[  0.           0.03022769   0.44508376 -10.07306248 -17.00085449
 -16.9706268  -16.55577073 -27.07391697   3.2550729    3.28530059
   3.70015667  -6.81798958  23.97914963  24.00937732  24.4242334
  13.90608715]","[ 23.97914963   3.2550729  -17.00085449 -10.07306248   0.44508376
   0.03022769]"
66,"[ 0.          1.86415845  0.08290992  1.37140653  0.84071953  2.70487798
  0.92362945  2.21212606  0.74866751  2.61282596  0.83157743  2.12007404
 -1.02899697  0.83516148 -0.94608706  0.34240956]",[-1.02899697  0.74866751  0.84071953  1.37140653  0.08290992  1.86415845]
386,"[  0.           0.96199396   0.66757751  13.44516601 -27.06804502
 -26.10605106 -26.4004675  -13.62287901 -19.1278867  -18.16589274
 -18.46030919  -5.68272069  56.34104822  57.30304218  57.00862573
  69.78621423]","[ 56.34104822 -19.1278867  -27.06804502  13.44516601   0.66757751
   0.96199396]"
670,"[  0.           0.12045862  14.37174317  16.17070899   0.79579273
   0.91625135  15.16753591  16.96650172   0.2745114    0.39497001
  14.64625457  16.44522038 -59.68143733 -59.56097872 -45.30969416
 -43.51072835]","[-59.68143733   0.2745114    0.79579273  16.17070899  14.37174317
   0.12045862]"
603,"[ 0.          0.73716185  0.31914426  2.15577118  0.32202193  1.05918378
  0.64116619  2.47779311  0.45165051  1.18881237  0.77079478  2.6074217
 -0.47273042  0.26443143 -0.15358616  1.68304076]",[-0.47273042  0.45165051  0.32202193  2.15577118  0.31914426  0.73716185]
199,"[  0.           0.10997273  20.01389658  -2.39480091  -2.62559231
  -2.51561958  17.38830428  -5.02039322   2.31043765   2.42041038
  22.32433423  -0.08436326 -26.7381947  -26.62822197  -6.72429812
 -29.13299561]","[-26.7381947    2.31043765  -2.62559231  -2.39480091  20.01389658
   0.10997273]"
412,"[  0.           0.2329591   30.79358445   1.53331817   0.94489598
   1.17785508  31.73848043   2.47821416   1.81418411   2.04714321
  32.60776857   3.34750229 -34.5849966  -34.3520375   -3.79141215
 -33.05167843]","[-34.5849966    1.81418411   0.94489598   1.53331817  30.79358445
   0.2329591 ]"
935,"[ 0.          0.7849507   0.39244401  3.67067227  0.37622631  1.16117701
  0.76867032  4.04689858  0.80794438  1.59289508  1.20038839  4.47861665
 -1.08493556 -0.29998486 -0.69249155  2.58573671]",[-1.08493556  0.80794438  0.37622631  3.67067227  0.39244401  0.7849507 ]
189,"[ 0.         51.28311735  0.99603467  4.11603583 22.0371735  73.32029085
 23.03320817 26.15320933  4.77160948 56.05472683  5.76764415  8.8876453
  4.34127062 55.62438797  5.33730529  8.45730644]",[ 4.34127062  4.77160948 22.0371735   4.11603583  0.99603467 51.28311735]
994,"[0.         0.49922926 0.73116473 0.88343386 0.04019059 0.53941985
 0.77135533 0.92362445 0.51536674 1.014596   1.24653148 1.3988006
 1.40162618 1.90085544 2.13279091 2.28506004]",[1.40162618 0.51536674 0.04019059 0.88343386 0.73116473 0.49922926]
809,"[ 0.          0.37014939  1.01103492  1.66790096  0.44327361  0.813423
  1.45430853  2.11117457  0.39211125  0.76226064  1.40314617  2.06001221
 -0.14492015  0.22522924  0.86611477  1.52298081]",[-0.14492015  0.39211125  0.44327361  1.66790096  1.01103492  0.37014939]
51,"[0.         0.70482252 0.11670926 4.78611451 2.40872612 3.11354863
 2.52543538 7.19484062 1.36229106 2.06711357 1.47900032 6.14840557
 0.91916152 1.62398404 1.03587078 5.70527603]",[0.91916152 1.36229106 2.40872612 4.78611451 0.11670926 0.70482252]
110,"[ 0.          0.63376611  1.68485003  0.82188453  0.35305575  0.98682186
  2.03790578  1.17494029 -2.48011467 -1.84634856 -0.79526464 -1.65823013
  0.76931596  1.40308207  2.45416599  1.5912005 ]",[ 0.76931596 -2.48011467  0.35305575  0.82188453  1.68485003  0.63376611]
898,"[ 0.          0.97018553  0.03379133  0.6199777   0.42259105  1.39277658
  0.45638238  1.04256875 -0.11891304  0.85127249 -0.08512171  0.50106466
  3.95018694  4.92037247  3.98397827  4.57016464]",[ 3.95018694 -0.11891304  0.42259105  0.6199777   0.03379133  0.97018553]
729,"[0.00000000e+00 4.01373330e-01 2.92057657e-03 1.33956809e+01
 1.92320863e+00 2.32458196e+00 1.92612921e+00 1.53188896e+01
 1.38359768e+01 1.42373501e+01 1.38388973e+01 2.72316577e+01
 2.58961884e+00 2.99099217e+00 2.59253941e+00 1.59852998e+01]","[2.58961884e+00 1.38359768e+01 1.92320863e+00 1.33956809e+01
 2.92057657e-03 4.01373330e-01]"
