screen_name,r,w
522,"[  0.           0.80974797  11.21289426   3.9897543    0.11104534
   0.92079332  11.3239396    4.10079965   0.16621043   0.97595841
  11.37910469   4.15596474 -36.3573071  -35.54755913 -25.14441284
 -32.3675528 ]","[-36.3573071    0.16621043   0.11104534   3.9897543   11.21289426
   0.80974797]"
331,"[ 0.          0.15799363  2.3429053   1.16159108  0.27016513  0.42815875
  2.61307043  1.43175621  0.75993813  0.91793176  3.10284343  1.92152921
 -1.70923373 -1.55124011  0.63367157 -0.54764265]",[-1.70923373  0.75993813  0.27016513  1.16159108  2.3429053   0.15799363]
265,"[ 0.          0.30435106  1.66907863  0.22870832  0.82918361  1.13353468
  2.49826224  1.05789193  0.86862082  1.17297188  2.53769945  1.09732913
 -0.57157285 -0.26722178  1.09750578 -0.34286453]",[-0.57157285  0.86862082  0.82918361  0.22870832  1.66907863  0.30435106]
584,"[0.         0.85122979 0.7859031  0.31722541 0.53052911 1.38175891
 1.31643221 0.84775452 0.20498041 1.0562102  0.99088351 0.52220582
 1.45967661 2.31090641 2.24557971 1.77690203]",[1.45967661 0.20498041 0.53052911 0.31722541 0.7859031  0.85122979]
727,"[ 0.          0.10762572  0.88003589  0.65874863  0.44088489  0.54851061
  1.32092078  1.09963352 -0.83646403 -0.72883831  0.04357186 -0.1777154
  1.73926766  1.84689338  2.61930355  2.39801629]",[ 1.73926766 -0.83646403  0.44088489  0.65874863  0.88003589  0.10762572]
173,"[ 0.          0.44108246  0.32496932  2.33424582  0.42792805  0.86901051
  0.75289737  2.76217386  0.58991629  1.03099876  0.91488561  2.92416211
 -0.49006943 -0.04898696 -0.1651001   1.84417639]",[-0.49006943  0.58991629  0.42792805  2.33424582  0.32496932  0.44108246]
323,"[ 0.          0.38406673  2.72852697 -1.39068461  0.97519367  1.3592604
  3.70372064 -0.41549094  0.31800111  0.70206784  3.04652808 -1.0726835
 22.82176935 23.20583608 25.55029632 21.43108474]",[22.82176935  0.31800111  0.97519367 -1.39068461  2.72852697  0.38406673]
644,"[  0.           0.68853013   0.81260412 -13.15996703 -14.69805364
 -14.00952352 -13.88544952 -27.85802068  -1.41861375  -0.73008363
  -0.60600963 -14.57858079  17.26721946  17.95574959  18.07982358
   4.10725243]","[ 17.26721946  -1.41861375 -14.69805364 -13.15996703   0.81260412
   0.68853013]"
366,"[  0.           0.7726461   -2.68337948   3.71243568 -38.11480676
 -37.34216066 -40.79818624 -34.40237108   3.97290176   4.74554786
   1.28952228   7.68533745  22.50753616  23.28018226  19.82415668
  26.21997185]","[ 22.50753616   3.97290176 -38.11480676   3.71243568  -2.68337948
   0.7726461 ]"
705,"[ 0.          0.01711073  0.4106206   3.95508381  0.26922131  0.28633204
  0.67984191  4.22430512 -1.05305763 -1.0359469  -0.64243703  2.90202617
  3.046822    3.06393273  3.4574426   7.0019058 ]",[ 3.046822   -1.05305763  0.26922131  3.95508381  0.4106206   0.01711073]
860,"[ 0.          0.50251632  1.6716296   3.73527656  1.28410997  1.78662628
  2.95573957  5.01938653  1.87596565  2.37848197  3.54759525  5.61124221
 -5.9833998  -5.48088348 -4.31177019 -2.24812324]",[-5.9833998   1.87596565  1.28410997  3.73527656  1.6716296   0.50251632]
388,"[0.         0.02374951 0.69958745 1.19366896 0.90651769 0.9302672
 1.60610514 2.10018665 0.43017353 0.45392303 1.12976097 1.62384249
 0.94084675 0.96459626 1.6404342  2.13451572]",[0.94084675 0.43017353 0.90651769 1.19366896 0.69958745 0.02374951]
461,"[0.         0.45775381 1.04635398 0.27505981 0.02088593 0.47863974
 1.0672399  0.29594574 0.05936375 0.51711756 1.10571772 0.33442356
 0.6414686  1.09922241 1.68782258 0.91652841]",[0.6414686  0.05936375 0.02088593 0.27505981 1.04635398 0.45775381]
253,"[ 0.          0.20274345  4.76806659 -3.16017261  0.91329544  1.11603889
  5.68136203 -2.24687717  0.85978092  1.06252437  5.62784751 -2.30039169
  7.48361529  7.68635875 12.25168189  4.32344268]",[ 7.48361529  0.85978092  0.91329544 -3.16017261  4.76806659  0.20274345]
675,"[  0.           0.28671424   7.99181266   0.04063504   0.28229234
   0.56900658   8.27410499   0.32292738   0.33695709   0.62367133
   8.32876975   0.37759213 -14.40230126 -14.11558702  -6.4104886
 -14.36166622]","[-14.40230126   0.33695709   0.28229234   0.04063504   7.99181266
   0.28671424]"
728,"[  0.           0.1507094    0.24239845  -2.42454774   7.0937334
   7.24444281   7.33613185   4.66918566 -19.65270773 -19.50199833
 -19.41030928 -22.07725547  15.97164448  16.12235388  16.21404293
  13.54709674]","[ 15.97164448 -19.65270773   7.0937334   -2.42454774   0.24239845
   0.1507094 ]"
525,"[0.         0.39768373 0.92346829 0.8174982  0.3385026  0.73618632
 1.26197088 1.15600079 0.2444729  0.64215663 1.16794119 1.0619711
 0.50447501 0.90215874 1.4279433  1.32197321]",[0.50447501 0.2444729  0.3385026  0.8174982  0.92346829 0.39768373]
148,"[0.         0.25113327 1.05082502 0.74444726 0.99880348 1.24993675
 2.0496285  1.74325075 0.22872701 0.47986028 1.27955203 0.97317427
 0.18299995 0.43413321 1.23382497 0.92744721]",[0.18299995 0.22872701 0.99880348 0.74444726 1.05082502 0.25113327]
1048,"[ 0.          0.64569887  4.03370253 -3.03135088  5.96755751  6.61325638
 10.00126004  2.93620663 -0.30585984  0.33983903  3.72784269 -3.33721072
  4.17060168  4.81630055  8.20430421  1.1392508 ]",[ 4.17060168 -0.30585984  5.96755751 -3.03135088  4.03370253  0.64569887]
972,"[0.         0.20333234 0.38908481 0.58755427 0.27442163 0.47775397
 0.66350644 0.8619759  1.99956969 2.20290202 2.38865449 2.58712395
 4.22776999 4.43110233 4.6168548  4.81532426]",[4.22776999 1.99956969 0.27442163 0.58755427 0.38908481 0.20333234]
971,"[ 0.          0.07896235  0.42310583 -2.0198022   0.38653382  0.46549617
  0.80963966 -1.63326837  0.54205797  0.62102032  0.9651638  -1.47774423
  4.66001931  4.73898166  5.08312515  2.64021712]",[ 4.66001931  0.54205797  0.38653382 -2.0198022   0.42310583  0.07896235]
616,"[  0.           0.1006717    6.20550983   3.36804216   0.22658598
   0.32725768   6.43209581   3.59462814   0.33400486   0.43467656
   6.53951469   3.70204703 -12.42374971 -12.32307802  -6.21823989
  -9.05570755]","[-12.42374971   0.33400486   0.22658598   3.36804216   6.20550983
   0.1006717 ]"
117,"[ 0.          0.59522889  0.36439395 -0.53188734  0.07776987  0.67299876
  0.44216382 -0.45411747  0.5789978   1.1742267   0.94339175  0.04711047
  2.74010823  3.33533712  3.10450218  2.20822089]",[ 2.74010823  0.5789978   0.07776987 -0.53188734  0.36439395  0.59522889]
178,"[ 0.          0.20144233  0.13426602  6.84649461  4.10583395  4.30727628
  4.24009997 10.95232856  0.36608431  0.56752664  0.50035033  7.21257892
 14.13064105 14.33208338 14.26490708 20.97713566]",[14.13064105  0.36608431  4.10583395  6.84649461  0.13426602  0.20144233]
1011,"[ 0.          0.94881166  0.58250376  0.99055876 -0.2360582   0.71275346
  0.34644556  0.75450056  1.1921925   2.14100416  1.77469626  2.18275126
  0.90249273  1.85130439  1.48499648  1.89305149]",[ 0.90249273  1.1921925  -0.2360582   0.99055876  0.58250376  0.94881166]
493,"[0.         0.89450017 0.0663493  5.6182526  0.11567776 1.01017793
 0.18202705 5.73393035 1.04721126 1.94171143 1.11356056 6.66546386
 1.50044036 2.39494053 1.56678966 7.11869296]",[1.50044036 1.04721126 0.11567776 5.6182526  0.0663493  0.89450017]
805,"[ 0.          0.86346574  0.70497214 -4.7833246  -1.04991403 -0.18644829
 -0.34494189 -5.83323863 -0.66703442  0.19643132  0.03793772 -5.45035902
  3.99770854  4.86117428  4.70268067 -0.78561606]",[ 3.99770854 -0.66703442 -1.04991403 -4.7833246   0.70497214  0.86346574]
205,"[ 0.          0.68125579  0.91459234  1.56914999 -0.07128369  0.6099721
  0.84330865  1.4978663   0.13896011  0.82021589  1.05355244  1.7081101
  0.90474994  1.58600573  1.81934228  2.47389993]",[ 0.90474994  0.13896011 -0.07128369  1.56914999  0.91459234  0.68125579]
874,"[0.         0.54294266 0.54333546 0.26315728 0.16618972 0.70913237
 0.70952518 0.429347   0.97694133 1.51988399 1.52027679 1.24009861
 2.88758479 3.43052745 3.43092025 3.15074207]",[2.88758479 0.97694133 0.16618972 0.26315728 0.54333546 0.54294266]
611,"[ 0.          0.43895458 60.34501034 21.20812667 11.91127497 12.35022955
 72.25628532 33.11940164  4.04421024  4.48316482 64.38922058 25.25233691
 28.45514544 28.89410002 88.80015578 49.66327211]",[28.45514544  4.04421024 11.91127497 21.20812667 60.34501034  0.43895458]
576,"[  0.           0.39618147   0.56414234 -32.69171147 -11.69970369
 -11.30352223 -11.13556135 -44.39141517  -1.99998915  -1.60380768
  -1.43584681 -34.69170062  39.28661502  39.68279649  39.85075736
   6.59490354]","[ 39.28661502  -1.99998915 -11.69970369 -32.69171147   0.56414234
   0.39618147]"
748,"[0.         0.50130667 1.10793635 1.09856467 0.58777636 1.08908303
 1.69571271 1.68634103 0.24942017 0.75072684 1.35735652 1.34798484
 0.06685227 0.56815894 1.17478862 1.16541694]",[0.06685227 0.24942017 0.58777636 1.09856467 1.10793635 0.50130667]
877,"[0.         0.52795552 1.67651787 0.12985389 1.11499128 1.64294679
 2.79150914 1.24484517 0.45988377 0.98783928 2.13640163 0.58973766
 0.59553375 1.12348927 2.27205162 0.72538765]",[0.59553375 0.45988377 1.11499128 0.12985389 1.67651787 0.52795552]
853,"[ 0.          0.03569239  0.34316288  1.70128816 -0.11294775 -0.07725536
  0.23021512  1.5883404   1.75240052  1.78809292  2.0955634   3.45368868
  3.20239351  3.2380859   3.54555639  4.90368167]",[ 3.20239351  1.75240052 -0.11294775  1.70128816  0.34316288  0.03569239]
155,"[0.         0.5688986  0.2813959  2.42788563 0.29337444 0.86227304
 0.57477034 2.72126006 0.80035912 1.36925772 1.08175502 3.22824475
 1.2754311  1.8443297  1.556827   3.70331673]",[1.2754311  0.80035912 0.29337444 2.42788563 0.2813959  0.5688986 ]
236,"[ 0.          0.72261384  0.48139229  1.61661196 -0.08445067  0.63816317
  0.39694162  1.53216129  0.96998402  1.69259786  1.45137631  2.58659598
  2.61230552  3.33491936  3.09369781  4.22891748]",[ 2.61230552  0.96998402 -0.08445067  1.61661196  0.48139229  0.72261384]
320,"[ 0.          0.78695268  0.72203707  2.13888673  3.85405453  4.64100721
  4.5760916   5.99294125  1.05490723  1.84185991  1.7769443   3.19379395
 -1.64710348 -0.8601508  -0.92506641  0.49178324]",[-1.64710348  1.05490723  3.85405453  2.13888673  0.72203707  0.78695268]
582,"[0.         0.78302356 0.66916713 0.43043545 0.06808606 0.85110962
 0.73725319 0.49852151 0.66045273 1.44347629 1.32961986 1.09088818
 2.8339145  3.61693806 3.50308163 3.26434995]",[2.8339145  0.66045273 0.06808606 0.43043545 0.66916713 0.78302356]
404,"[0.         0.81814862 1.14717431 0.74186765 0.95956321 1.77771183
 2.10673751 1.70143086 0.61096573 1.42911436 1.75814004 1.35283338
 0.58504174 1.40319036 1.73221604 1.32690939]",[0.58504174 0.61096573 0.95956321 0.74186765 1.14717431 0.81814862]
861,"[ 0.          0.82368565  1.69469173 -0.44088475  0.69024049  1.51392614
  2.38493222  0.24935574 -1.06129815 -0.2376125   0.63339358 -1.5021829
 10.74499574 11.56868139 12.43968747 10.30411099]",[10.74499574 -1.06129815  0.69024049 -0.44088475  1.69469173  0.82368565]
793,"[ 0.          0.80378645  0.63541375  0.69162541 -1.24992193 -0.44613548
 -0.61450817 -0.55829651  2.82690843  3.63069488  3.46232218  3.51853384
  0.56557049  1.36935694  1.20098424  1.2571959 ]",[ 0.56557049  2.82690843 -1.24992193  0.69162541  0.63541375  0.80378645]
36,"[ 0.          1.27475875  0.25538456  0.21413707  0.71702562  1.99178436
  0.97241017  0.93116268  1.05147296  2.3262317   1.30685751  1.26561002
 -1.27007029  0.00468846 -1.01468573 -1.05593322]",[-1.27007029  1.05147296  0.71702562  0.21413707  0.25538456  1.27475875]
73,"[0.         0.03318168 0.63742621 3.51150656 0.23109279 0.26427447
 0.868519   3.74259935 0.56996369 0.60314537 1.2073899  4.08147025
 1.59199179 1.62517347 2.229418   5.10349835]",[1.59199179 0.56996369 0.23109279 3.51150656 0.63742621 0.03318168]
401,"[  0.           4.5899027    0.53506099   0.38904727   0.51831671
   5.10821942   1.0533777    0.90736399   0.28449146   4.87439416
   0.81955244   0.67353873 -29.77612578 -25.18622307 -29.24106479
 -29.3870785 ]","[-29.77612578   0.28449146   0.51831671   0.38904727   0.53506099
   4.5899027 ]"
836,"[0.         0.35611302 0.89229036 3.374916   0.89674627 1.25285929
 1.78903663 4.27166227 0.4227021  0.77881512 1.31499246 3.7976181
 0.40775667 0.7638697  1.30004704 3.78267268]",[0.40775667 0.4227021  0.89674627 3.374916   0.89229036 0.35611302]
213,"[  0.           0.49365911  38.31306457   3.5644443    0.24922463
   0.74288374  38.56228921   3.81366893   1.26717526   1.76083436
  39.58023983   4.83161955 -54.39224633 -53.89858722 -16.07918175
 -50.82780203]","[-54.39224633   1.26717526   0.24922463   3.5644443   38.31306457
   0.49365911]"
587,"[0.         0.34170209 0.65912221 0.49992165 0.31466731 0.6563694
 0.97378953 0.81458897 0.69593    1.03763209 1.35505221 1.19585165
 2.46727652 2.80897861 3.12639873 2.96719817]",[2.46727652 0.69593    0.31466731 0.49992165 0.65912221 0.34170209]
854,"[0.         0.95204979 0.82733886 2.87710153 1.118961   2.07101079
 1.94629986 3.99606253 0.82054382 1.77259361 1.64788268 3.69764535
 0.27069897 1.22274875 1.09803783 3.1478005 ]",[0.27069897 0.82054382 1.118961   2.87710153 0.82733886 0.95204979]
824,"[ 0.          0.70286212  0.36345403  1.54943364 -0.28948409  0.41337803
  0.07396994  1.25994955 -0.83506334 -0.13220122 -0.47160931  0.7143703
  2.0391259   2.74198803  2.40257994  3.58855955]",[ 2.0391259  -0.83506334 -0.28948409  1.54943364  0.36345403  0.70286212]
372,"[ 0.          1.77215864  0.81932873  0.79808388  0.76926333  2.54142196
  1.58859206  1.56734721  0.38689194  2.15905057  1.20622066  1.18497582
 -1.96934762 -0.19718899 -1.15001889 -1.17126374]",[-1.96934762  0.38689194  0.76926333  0.79808388  0.81932873  1.77215864]
1054,"[ 0.          3.73058757  0.09234835  0.35013002  0.58966825  4.32025582
  0.6820166   0.93979827  5.28685953  9.01744711  5.37920788  5.63698956
 -7.13864299 -3.40805541 -7.04629464 -6.78851296]",[-7.13864299  5.28685953  0.58966825  0.35013002  0.09234835  3.73058757]
629,"[0.         0.30887731 0.72123381 1.74264978 0.35389613 0.66277344
 1.07512994 2.09654591 0.75396712 1.06284444 1.47520093 2.49661691
 1.05435334 1.36323066 1.77558715 2.79700313]",[1.05435334 0.75396712 0.35389613 1.74264978 0.72123381 0.30887731]
107,"[ 0.          0.73455485  0.76570979  1.65839728  0.44490151  1.17945637
  1.21061131  2.1032988   0.95795471  1.69250956  1.7236645   2.61635199
 -0.88415848 -0.14960362 -0.11844869  0.77423881]",[-0.88415848  0.95795471  0.44490151  1.65839728  0.76570979  0.73455485]
714,"[ 0.          0.97537682  0.20179054  0.69009914  0.45132056  1.42669738
  0.6531111   1.14141971  0.76616988  1.7415467   0.96796042  1.45626902
 -0.08925524  0.88612158  0.1125353   0.6008439 ]",[-0.08925524  0.76616988  0.45132056  0.69009914  0.20179054  0.97537682]
329,"[ 0.          0.59474259  0.56757734 -1.20338432 -0.64006306 -0.04532048
 -0.07248572 -1.84344739  0.66369586  1.25843845  1.2312732  -0.53968846
  1.78073469  2.37547728  2.34831203  0.57735036]",[ 1.78073469  0.66369586 -0.64006306 -1.20338432  0.56757734  0.59474259]
663,"[  0.           0.75679045   0.67025869 -13.04488155 -11.29210573
 -10.53531528 -10.62184704 -24.33698728  -4.45586773  -3.69907728
  -3.78560905 -17.50074928   9.65015653  10.40694698  10.32041522
  -3.39472502]","[  9.65015653  -4.45586773 -11.29210573 -13.04488155   0.67025869
   0.75679045]"
487,"[ 0.          0.77690662  0.40314018  5.63698009  0.75894824  1.53585486
  1.16208842  6.39592833  0.23844639  1.01535301  0.64158657  5.87542648
 -0.88061379 -0.10370717 -0.47747361  4.7563663 ]",[-0.88061379  0.23844639  0.75894824  5.63698009  0.40314018  0.77690662]
232,"[0.         0.63908856 0.57582928 0.14876927 0.15678797 0.79587653
 0.73261725 0.30555723 0.19128676 0.83037532 0.76711604 0.34005602
 2.31164061 2.95072917 2.88746989 2.46040987]",[2.31164061 0.19128676 0.15678797 0.14876927 0.57582928 0.63908856]
899,"[ 0.          0.37891359  0.12492647  3.63202262  0.76264486  1.14155845
  0.88757133  4.39466748  0.21894724  0.59786083  0.34387371  3.85096986
 -0.81170849 -0.4327949  -0.68678202  2.82031413]",[-0.81170849  0.21894724  0.76264486  3.63202262  0.12492647  0.37891359]
160,"[0.         0.8174429  0.65147024 0.81892269 0.9421019  1.7595448
 1.59357214 1.76102459 0.64423281 1.46167571 1.29570305 1.4631555
 0.73793443 1.55537732 1.38940467 1.55685712]",[0.73793443 0.64423281 0.9421019  0.81892269 0.65147024 0.8174429 ]
661,"[ 0.          0.84810443  1.51181791  0.76025424  0.60047449  1.44857892
  2.11229239  1.36072873  0.56428662  1.41239105  2.07610453  1.32454086
 -0.39297455  0.45512988  1.11884336  0.3672797 ]",[-0.39297455  0.56428662  0.60047449  0.76025424  1.51181791  0.84810443]
498,"[ 0.          0.76367216  0.11599413 19.78581162  0.38944709  1.15311926
  0.50544123 20.17525872  0.68235981  1.44603198  0.79835395 20.46817144
 -5.04788862 -4.28421645 -4.93189448 14.73792301]",[-5.04788862  0.68235981  0.38944709 19.78581162  0.11599413  0.76367216]
1064,"[0.         0.11617795 0.63249948 1.90894808 0.44727643 0.56345438
 1.0797759  2.3562245  1.84928827 1.96546622 2.48178774 3.75823634
 4.55835838 4.67453634 5.19085786 6.46730646]",[4.55835838 1.84928827 0.44727643 1.90894808 0.63249948 0.11617795]
360,"[ 0.          0.29750038  2.21684288  1.98036657  0.64689736  0.94439774
  2.86374024  2.62726393  0.39078047  0.68828085  2.60762335  2.37114704
 -4.88319903 -4.58569865 -2.66635615 -2.90283246]",[-4.88319903  0.39078047  0.64689736  1.98036657  2.21684288  0.29750038]
504,"[ 0.          0.12479263  3.99877902  0.73333272  0.27284416  0.39763679
  4.27162318  1.00617688  0.76172095  0.88651358  4.76049997  1.49505367
 -4.75357229 -4.62877966 -0.75479327 -4.02023957]",[-4.75357229  0.76172095  0.27284416  0.73333272  3.99877902  0.12479263]
497,"[ 0.          0.15885309  1.4649766  -0.37164515  0.15291988  0.31177298
  1.61789648 -0.21872527  0.62627298  0.78512608  2.09124958  0.25462783
  0.83731659  0.99616968  2.30229319  0.46567144]",[ 0.83731659  0.62627298  0.15291988 -0.37164515  1.4649766   0.15885309]
273,"[0.         1.14000998 0.63193262 0.38522165 0.15208577 1.29209575
 0.78401839 0.53730742 0.74647004 1.88648002 1.37840266 1.13169169
 1.62497774 2.76498772 2.25691036 2.01019939]",[1.62497774 0.74647004 0.15208577 0.38522165 0.63193262 1.14000998]
339,"[ 0.          0.39866361  1.46933649  2.33999367 -0.30352185  0.09514176
  1.16581465  2.03647183  0.54737669  0.94604031  2.01671319  2.88737037
 -1.38350559 -0.98484198  0.08583091  0.95648809]",[-1.38350559  0.54737669 -0.30352185  2.33999367  1.46933649  0.39866361]
846,"[0.         0.33707755 0.14756288 1.21353461 1.46650225 1.8035798
 1.61406513 2.68003686 0.03351624 0.37059379 0.18107911 1.24705085
 0.62829718 0.96537473 0.77586006 1.84183179]",[0.62829718 0.03351624 1.46650225 1.21353461 0.14756288 0.33707755]
780,"[0.         0.17695386 0.78746063 0.17619357 0.0922776  0.26923146
 0.87973823 0.26847117 0.02163503 0.19858889 0.80909566 0.1978286
 1.71420303 1.89115688 2.50166366 1.8903966 ]",[1.71420303 0.02163503 0.0922776  0.17619357 0.78746063 0.17695386]
762,"[  0.           0.68751442   8.56490915   2.5019203   -2.48493235
  -1.79741792   6.07997681   0.01698795   0.02079659   0.70831102
   8.58570575   2.5227169  -14.06186643 -13.374352    -5.49695727
 -11.55994612]","[-14.06186643   0.02079659  -2.48493235   2.5019203    8.56490915
   0.68751442]"
541,"[0.00000000e+00 1.53785940e-03 4.70006557e-01 1.11522542e+00
 2.18412763e-01 2.19950622e-01 6.88419320e-01 1.33363818e+00
 5.71837730e-01 5.73375590e-01 1.04184429e+00 1.68706315e+00
 7.50711194e-01 7.52249053e-01 1.22071775e+00 1.86593661e+00]",[0.75071119 0.57183773 0.21841276 1.11522542 0.47000656 0.00153786]
792,"[0.         0.46842451 0.5926232  0.21376075 0.3653008  0.83372531
 0.957924   0.57906155 0.02542683 0.49385133 0.61805003 0.23918757
 3.79761431 4.26603881 4.39023751 4.01137505]",[3.79761431 0.02542683 0.3653008  0.21376075 0.5926232  0.46842451]
301,"[ 0.         -2.13629695  0.68765809  7.63391507  0.56009022 -1.57620672
  1.24774831  8.19400529  0.5707842  -1.56551275  1.25844228  8.20469927
 -3.91986808 -6.05616503 -3.23220999  3.71404699]",[-3.91986808  0.5707842   0.56009022  7.63391507  0.68765809 -2.13629695]
104,"[0.         0.95141766 0.29004824 1.07467839 0.22541049 1.17682814
 0.51545873 1.30008888 0.75426016 1.70567782 1.0443084  1.82893855
 0.15574888 1.10716653 0.44579712 1.23042727]",[0.15574888 0.75426016 0.22541049 1.07467839 0.29004824 0.95141766]
67,"[ 0.          0.08902575  0.52272528  0.17205117 13.15422549 13.24325123
 13.67695077 13.32627666  4.95590865  5.04493439  5.47863393  5.12795982
  0.49497518  0.58400093  1.01770046  0.66702635]",[ 0.49497518  4.95590865 13.15422549  0.17205117  0.52272528  0.08902575]
929,"[ 0.          0.16963858  7.72932454 -6.95438145  0.58728411  0.7569227
  8.31660865 -6.36709734  0.83534835  1.00498693  8.56467288 -6.11903311
  7.60491139  7.77454998 15.33423593  0.65052994]",[ 7.60491139  0.83534835  0.58728411 -6.95438145  7.72932454  0.16963858]
61,"[0.         0.41488313 0.57724982 0.37295442 0.0375587  0.45244183
 0.61480852 0.41051311 0.14787961 0.56276275 0.72512943 0.52083403
 1.24418426 1.6590674  1.82143409 1.61713868]",[1.24418426 0.14787961 0.0375587  0.37295442 0.57724982 0.41488313]
823,"[0.         0.39958824 0.84833137 0.16904249 0.42364479 0.82323302
 1.27197615 0.59268728 0.24000299 0.63959122 1.08833435 0.40904548
 0.4787382  0.87832644 1.32706957 0.64778069]",[0.4787382  0.24000299 0.42364479 0.16904249 0.84833137 0.39958824]
298,"[ 0.          0.2758      3.1925596  -2.20379645  0.28545484  0.56125484
  3.47801444 -1.91834161  0.53150562  0.80730562  3.72406522 -1.67229083
  6.55251033  6.82831033  9.74506993  4.34871388]",[ 6.55251033  0.53150562  0.28545484 -2.20379645  3.1925596   0.2758    ]
16,"[ 0.          0.55592806  0.72821579  0.08176829 32.92034352 33.47627158
 33.64855931 33.00211181 20.58775006 21.14367811 21.31596584 20.66951835
  0.50595635  1.06188441  1.23417214  0.58772464]",[ 0.50595635 20.58775006 32.92034352  0.08176829  0.72821579  0.55592806]
901,"[ 0.          0.35535327  0.08925195 -4.32469891  0.95421894  1.30957221
  1.04347089 -3.37047997 -1.06286371 -0.70751044 -0.97361176 -5.38756262
 11.82857191 12.18392518 11.91782386  7.503873  ]",[11.82857191 -1.06286371  0.95421894 -4.32469891  0.08925195  0.35535327]
693,"[ 0.          0.83125895  0.50685977  2.70468027  1.11103098  1.94228993
  1.61789076  3.81571125  0.87624557  1.70750452  1.38310534  3.58092584
 -0.53014157  0.30111738 -0.0232818   2.17453869]",[-0.53014157  0.87624557  1.11103098  2.70468027  0.50685977  0.83125895]
91,"[ 0.          0.37273408  2.5359724   6.23873804  2.82935564  3.20208971
  5.36532804  9.06809368 -8.66720612 -8.29447204 -6.13123371 -2.42846807
 -4.82405478 -4.4513207  -2.28808238  1.41468326]",[-4.82405478 -8.66720612  2.82935564  6.23873804  2.5359724   0.37273408]
997,"[ 0.          0.48080299  0.46509349 -1.36534223  0.49093781  0.9717408
  0.9560313  -0.87440441 -2.61243225 -2.13162926 -2.14733876 -3.97777448
  2.96837786  3.44918085  3.43347134  1.60303563]",[ 2.96837786 -2.61243225  0.49093781 -1.36534223  0.46509349  0.48080299]
466,"[ 0.          0.9961523   1.85578138 -0.65009536  0.49320928  1.48936158
  2.34899066 -0.15688608  0.75531496  1.75146726  2.61109634  0.1052196
  1.51573736  2.51188966  3.37151874  0.865642  ]",[ 1.51573736  0.75531496  0.49320928 -0.65009536  1.85578138  0.9961523 ]
664,"[0.         0.33916948 0.85941465 0.35460228 0.43626589 0.77543537
 1.29568054 0.79086817 0.78975025 1.12891973 1.6491649  1.14435253
 0.53721732 0.87638679 1.39663196 0.89181959]",[0.53721732 0.78975025 0.43626589 0.35460228 0.85941465 0.33916948]
168,"[ 0.          0.64018262  0.11026264 20.75718932  3.75914552  4.39932814
  3.86940816 24.51633483  0.76464191  1.40482453  0.87490455 21.52183123
 25.30013896 25.94032158 25.4104016  46.05732828]",[25.30013896  0.76464191  3.75914552 20.75718932  0.11026264  0.64018262]
769,"[  0.           0.57518668  11.39696704   3.38081978   0.29356547
   0.86875215  11.69053251   3.67438525   0.2050735    0.78026018
  11.60204054   3.58589328 -11.62533462 -11.05014794  -0.22836758
  -8.24451484]","[-11.62533462   0.2050735    0.29356547   3.38081978  11.39696704
   0.57518668]"
613,"[ 0.          0.41136502  0.91507478 -1.34936611  1.26782898  1.679194
  2.18290377 -0.08153713  3.55171487  3.96307989  4.46678966  2.20234876
 -0.60628005 -0.19491503  0.30879474 -1.95564616]",[-0.60628005  3.55171487  1.26782898 -1.34936611  0.91507478  0.41136502]
698,"[0.         0.08866192 0.09023215 0.91178913 0.11499828 0.2036602
 0.20523044 1.02678742 0.72788249 0.81654441 0.81811464 1.63967162
 1.86812898 1.9567909  1.95836113 2.77991811]",[1.86812898 0.72788249 0.11499828 0.91178913 0.09023215 0.08866192]
672,"[ 0.          0.97069108  0.07596194  4.8856222   0.02921458  0.99990566
  0.10517652  4.91483677  2.3314007   3.30209178  2.40736264  7.21702289
 13.03059512 14.0012862  13.10655705 17.91621731]",[13.03059512  2.3314007   0.02921458  4.8856222   0.07596194  0.97069108]
529,"[ 0.          0.07593192  1.09596607  0.95243101  0.73803105  0.81396297
  1.83399712  1.69046206  0.76235852  0.83829044  1.85832459  1.71478953
 -0.08700099 -0.01106907  1.00896508  0.86543002]",[-0.08700099  0.76235852  0.73803105  0.95243101  1.09596607  0.07593192]
628,"[ 0.          0.43626357  1.29749912  0.86164001 -2.98344764 -2.54718407
 -1.68594852 -2.12180763  1.86468896  2.30095253  3.16218808  2.72632897
  0.52039448  0.95665806  1.8178936   1.3820345 ]",[ 0.52039448  1.86468896 -2.98344764  0.86164001  1.29749912  0.43626357]
1031,"[ 0.          0.32497733  1.18748826 -0.30221272  0.28343993  0.60841727
  1.47092819 -0.01877279  1.23663358  1.56161091  2.42412184  0.93442085
  3.21934028  3.54431761  4.40682854  2.91712756]",[ 3.21934028  1.23663358  0.28343993 -0.30221272  1.18748826  0.32497733]
308,"[  0.           0.17989531   1.06492926   8.02271698 -27.19344094
 -27.01354563 -26.12851168 -19.17072396  -7.1216022   -6.9417069
  -6.05667295   0.90111478  20.0507191   20.23061441  21.11564836
  28.07343608]","[ 20.0507191   -7.1216022  -27.19344094   8.02271698   1.06492926
   0.17989531]"
