,followers_count_author,following_count_author,tweet_count_author,average_like_count,average_reply_count,avg_retweet_count,nr_tweets,nr_retweets,nr_replies,account_age,NT+nt,NT+rp,NT+rt,NT+tw,RP+nt,RP+rp,RP+rt,RP+tw,RT+nt,RT+rp,RT+rt,RT+tw,nr_mentions,nr_hashtags,nr_urls,nr_longwords,nr_pos,degree_in,degree_out,eigen_left,betweenness
0,29,222,2291,0.6363636363636364,0.0,1134.3030303030303,5,28,0,1609,0.0,0.61090255,5.24676916,-4.03460055,-4.32380249,-3.71289994,0.92296667,-8.35840304,35.68911646,36.30001901,40.93588562,31.65451591,0.0,1.0,1.0,1.6,4.8,1,4,-3.1888618221561806e-19,0.0
1,1575,2954,4194,40.63636363636363,4.181818181818182,11.272727272727273,8,0,3,2976,0.0,0.25240751,0.97802409,2.34638268,0.32321001,0.57561753,1.30123411,2.66959269,1.48988029,1.7422878,2.46790438,3.83626296,0.36363636363636365,2.272727272727273,0.5454545454545454,9.363636363636363,24.09090909090909,6,0,0.10050591782048664,0.0
2,489,861,6352,1.6666666666666667,0.3333333333333333,0.7777777777777778,5,2,2,5225,0.0,0.28266081,0.96967885,1.67013926,1.49792979,1.7805906,2.46760864,3.16806905,-0.04015353,0.24250729,0.92952532,1.62998573,0.14285714285714285,2.857142857142857,0.8571428571428571,3.5714285714285716,5.0,1,0,0.015098576383311536,0.0
3,7330,5035,41626,6.333333333333333,0.0,139.16666666666666,0,3,3,3863,0.0,0.55401609,0.03590085,6.35444457,0.20784075,0.76185684,0.2437416,6.56228531,0.80859999,1.36261608,0.84450084,7.16304456,2.0,1.6666666666666667,1.0,3.6666666666666665,8.0,0,2,2.9659449797933386e-19,0.0
4,70,51,550,5.375,0.75,1.5,6,0,2,4168,0.0,0.94360748,0.96355232,1.34005122,0.76344031,1.70704779,1.72699263,2.10349153,3.16904251,4.11264999,4.13259483,4.50909373,0.25,8.75,0.75,12.125,25.875,0,0,9.091979182234916e-20,0.0
5,95,225,435,6.375,1.3333333333333333,6.5,10,8,6,4304,0.0,0.28607643,34.78163445,3.56866332,0.98154485,1.26762128,35.76317931,4.55020818,-45.72004473,-45.4339683,-10.93841028,-42.15138141,0.375,2.5,0.3125,7.6875,21.1875,6,0,0.05859627666950379,0.0
6,80,35,3916,2.142857142857143,0.2857142857142857,223.0,6,1,0,703,0.0,0.95903094,0.53246445,34.16026767,7.47296739,8.43199833,8.00543183,41.63323505,43.25516016,44.2141911,43.78762461,77.41542783,0.0,1.0,1.0,4.666666666666667,13.0,0,0,1.6985156669216717e-19,0.0
7,616,1022,8059,3.7,0.4,5.1,1,8,1,4581,0.0,0.83699354,0.52755409,5.44440095,0.47831988,1.31531343,1.00587397,5.92272083,-0.30533219,0.53166136,0.2222219,5.13906876,0.0,1.0,0.5,1.0,3.5,0,0,-2.6144508756381913e-19,0.0
8,4898,4546,226323,0.0,0.0,3.2857142857142856,0,7,0,4113,0.0,0.20333619,1.8225141,1.19147995,0.22860547,0.43194166,2.05111956,1.42008542,-1.40071752,-1.19738133,0.42179657,-0.20923757,0.0,0.0,0.0,0.0,0.0,0,3,3.35833154014994e-20,0.0
9,216,71,28560,0.18181818181818182,0.045454545454545456,20.818181818181817,0,72,60,1498,0.0,0.64216234,0.91879696,0.56198913,0.62371969,1.26588204,1.54251665,1.18570882,1.78699606,2.42915841,2.70579302,2.34898519,1.2166666666666666,1.3333333333333333,0.0,1.4666666666666666,1.3333333333333333,1,8,-1.048853757973383e-18,0.0
10,1979,759,8939,2.857142857142857,0.0,36.57142857142857,1,6,0,2981,0.0,0.80929771,0.83274631,-0.18210349,0.71135929,1.520657,1.5441056,0.5292558,2.93316152,3.74245923,3.76590783,2.75105803,0.0,5.0,1.0,13.0,36.0,2,2,0.0775297064572594,0.0
11,1027,567,13688,1.7142857142857142,0.7142857142857143,0.4857142857142857,16,9,10,3985,0.0,0.36255976,2.40662854,-0.81718905,0.95077914,1.3133389,3.35740768,0.13359009,37.24529487,37.60785463,39.6519234,36.42810582,0.6923076923076923,5.0,0.2692307692307692,9.653846153846153,19.884615384615383,4,0,0.08962992604502935,0.0
12,10,127,1077,1.4,0.0,1.8,5,5,0,937,0.0,0.2055807,0.17784183,-0.65303457,5.43434196,5.63992266,5.61218379,4.7813074,11.84690392,12.05248462,12.02474575,11.19386935,0.0,1.4,1.6,2.2,3.0,1,1,-4.154249799196117e-19,0.0
13,140,634,9856,0.6753246753246753,0.37662337662337664,118.64935064935065,5,71,1,2890,0.0,0.6375142,-7.06946423,26.82401346,-3.6293206,-2.9918064,-10.69878483,23.19469286,0.77940255,1.41691676,-6.29006167,27.60341601,0.16666666666666666,5.333333333333333,0.8333333333333334,8.5,23.166666666666668,2,5,0.029815036987380954,0.0005262032765415714
14,1737,2168,58403,5.052631578947368,0.10526315789473684,0.9473684210526315,0,0,19,957,0.0,0.92961879,0.22603479,2.20838776,0.62004183,1.54966062,0.84607662,2.82842959,2.6454985,3.57511729,2.8715333,4.85388626,1.1578947368421053,1.0526315789473684,1.0,7.526315789473684,18.57894736842105,1,0,4.071861734731298e-19,0.0
15,1318,1079,43209,1.3333333333333333,0.2222222222222222,278.1666666666667,7,10,1,4347,0.0,49.0110125,0.98633801,-47.04622791,11.65586655,60.66687906,12.64220456,-35.39036135,23.20653295,72.21754546,24.19287096,-23.83969495,0.25,1.75,0.375,8.25,17.25,0,0,-3.8660930436720875e-19,0.0
16,41,44,504,0.9166666666666666,0.08333333333333333,618.3333333333334,2,10,0,2809,0.0,0.75813716,5.62898228,0.02751336,0.20760308,0.96574024,5.83658535,0.23511643,-7.42570228,-6.66756512,-1.79672,-7.39818892,0.0,2.5,1.0,6.0,13.5,3,1,0.002869870625049915,0.0
17,611,987,9361,0.9444444444444444,0.16666666666666666,0.3333333333333333,1,3,14,4720,0.0,0.58200535,0.29271037,1.45108102,0.16229077,0.74429612,0.45500114,1.61337179,0.9994146,1.58141995,1.29212497,2.45049562,1.3333333333333333,1.4666666666666666,0.3333333333333333,5.0,11.066666666666666,0,0,-1.5484552774386758e-19,0.0
18,3853,4943,96482,0.9375,0.3125,530.375,2,14,0,3458,0.0,0.49774034,1.01031767,1.20946288,0.5361635,1.03390385,1.54648118,1.74562639,0.84015892,1.33789926,1.85047659,2.0496218,0.0,3.0,1.0,11.0,29.0,1,6,1.2272875556285717e-20,0.0
19,452,421,18767,1.6,0.075,0.375,2,9,29,2844,0.0,1.48006081,0.27041903,-0.14031977,-0.53077492,0.9492859,-0.26035588,-0.67109469,1.0128046,2.49286542,1.28322363,0.87248483,2.903225806451613,1.032258064516129,0.03225806451612903,3.870967741935484,8.741935483870968,1,0,4.1150195069141345e-18,0.0
20,3634,839,5330,5.7,0.85,5.45,11,6,3,712,0.0,0.52149432,1.25774285,0.86873306,1.11757542,1.63906973,2.37531827,1.98630848,0.94382541,1.46531972,2.20156826,1.81255847,0.5714285714285714,2.5,0.5714285714285714,11.142857142857142,26.571428571428573,2,1,0.05210731216134198,0.0
21,964,956,15829,0.7906976744186046,0.13953488372093023,11.023255813953488,0,12,31,1062,0.0,-2.65749573,0.39529417,4.64490115,0.89120773,-1.766288,1.28650189,5.53610888,22.50309232,19.84559659,22.89838648,27.14799347,4.806451612903226,1.4516129032258065,0.5806451612903226,12.838709677419354,30.548387096774192,0,1,2.2846050389011873e-19,0.0
22,182,203,15814,13.2,1.7,290.9,5,5,0,1852,0.0,0.73235838,0.21161587,0.38853261,1.87037869,2.60273707,2.08199456,2.2589113,0.05688246,0.78924083,0.26849833,0.44541507,0.0,2.4,1.4,9.2,25.6,2,1,0.009358835133211698,0.0006328554535591071
23,1996,1788,30484,4.071428571428571,0.5,0.42857142857142855,0,0,14,5045,0.0,0.74178804,0.70030264,0.40211441,0.802499,1.54428704,1.50280163,1.20461341,3.56968992,4.31147797,4.26999256,3.97180433,1.5,1.5714285714285714,0.9285714285714286,3.2857142857142856,7.642857142857143,0,0,-1.8090500898969838e-19,0.0
24,985,1391,10842,3.3157894736842106,0.7368421052631579,1.3157894736842106,11,4,4,1681,0.0,0.66243135,1.25421697,0.22060756,0.98392715,1.6463585,2.23814412,1.20453471,0.04028051,0.70271186,1.29449748,0.26088807,0.4666666666666667,3.8666666666666667,0.6666666666666666,6.2,12.8,1,0,0.0006735101463178116,0.0
25,372,322,117363,2.7450980392156863,0.39215686274509803,7.7254901960784315,34,17,0,4283,0.0,0.10448897,1.32337457,-0.48798249,0.14636437,0.25085335,1.46973894,-0.34161812,1.82330358,1.92779255,3.14667814,1.33532108,0.029411764705882353,3.588235294117647,1.088235294117647,8.323529411764707,15.735294117647058,2,0,0.05981488905764834,0.0
26,1907,4378,12693,686.1666666666666,74.83333333333333,224.16666666666666,2,3,1,4200,0.0,0.2767711,0.76951603,0.26312666,0.67429406,0.95106517,1.44381009,0.93742073,17.30660774,17.58337885,18.07612377,17.56973441,0.3333333333333333,1.3333333333333333,0.6666666666666666,4.0,7.666666666666667,17,0,0.03415029375212507,0.0
27,262,305,9410,0.8611111111111112,0.0,248.63888888888889,7,29,0,744,0.0,0.51764973,5.6224953,2.5531153,0.87432023,1.39196996,6.49681554,3.42743553,-10.65992811,-10.14227838,-5.0374328,-8.10681281,0.0,1.5714285714285714,0.42857142857142855,11.0,24.0,1,8,-3.5436225301145056e-19,0.0
28,459,761,2371,2.2222222222222223,0.8888888888888888,29.88888888888889,5,3,1,4820,0.0,-3.22220652,0.77521994,31.98725092,8.84173734,5.61953082,9.61695728,40.82898826,8.28632689,5.06412037,9.06154683,40.27357781,0.5,2.8333333333333335,0.8333333333333334,11.166666666666666,30.0,1,1,-5.1579980102174486e-20,1.82862158504919e-06
29,82,361,813,11.222222222222221,1.2222222222222223,25.22222222222222,3,5,1,1025,0.0,0.8630843,2.70187961,-1.88445524,-0.64190227,0.22118203,2.05997734,-2.5263575,8.65943279,9.52251709,11.3613124,6.77497756,0.5,1.0,0.75,1.5,3.0,2,4,0.01481902580803205,0.009383534655862124
30,36,349,645,4.625,0.625,1.25,16,0,0,734,0.0,0.5030524,0.85154356,0.20607676,1.40486741,1.90791981,2.25641098,1.61094417,-1.05791461,-0.55486221,-0.20637104,-0.85183785,0.0,4.75,1.0,11.1875,20.5625,1,0,0.0006735101463178132,0.0
31,48,54,1784,543.1111111111111,0.7777777777777778,655.0,7,2,0,423,0.0,0.42664679,2.018526,-0.53702107,0.97178326,1.39843004,2.99030926,0.43476219,0.33983708,0.76648387,2.35836308,-0.19718398,0.0,2.4285714285714284,1.0,6.428571428571429,18.571428571428573,24,0,0.07906630388513307,0.0
32,2008,2008,8021,30.0,3.1666666666666665,65.22222222222223,7,9,2,3303,0.0,0.07435921,0.42726953,8.09046086,1.14803604,1.22239526,1.57530557,9.2384969,2.96810183,3.04246105,3.39537136,11.05856269,0.4444444444444444,2.7777777777777777,0.7777777777777778,10.0,23.333333333333332,6,1,0.013108746627375403,0.0
33,25786,1217,53613,4.25,0.25,1.5,8,0,0,4720,0.0,0.300874146,0.311448845,-1.87434183,0.00101486521,0.301889011,0.31246371,-1.87332696,4.69686517,4.99773932,5.00831402,2.82252334,0.0,3.625,2.0,10.625,18.875,0,0,9.89648552772762e-20,0.0
34,281,546,10890,1.6818181818181819,0.2727272727272727,6.363636363636363,2,17,3,826,0.0,0.56687279,0.3071714,1.66437942,0.12714433,0.69401712,0.43431573,1.79152375,3.30852031,3.8753931,3.61569172,4.97289974,3.4,3.6,0.6,9.8,22.0,1,3,-2.980775949959715e-23,0.0
35,5,25,6092,0.9166666666666666,0.0,0.5833333333333334,11,0,1,3598,0.0,0.121382454,0.894399944,0.374841142,-11.0082813,-10.8868988,-10.1138813,-10.6334401,125.26041,125.381792,126.15481,125.635251,0.08333333333333333,3.0833333333333335,1.0,5.75,13.833333333333334,0,0,7.024518126270387e-19,0.0
36,23,8,40,10.444444444444445,1.0,4.666666666666667,8,0,1,714,0.0,0.44625,3.08483797,1.14313544,0.38080425,0.82705425,3.46564222,1.52393969,-7.383964,-6.937714,-4.29912603,-6.24082856,0.5555555555555556,2.0,0.8888888888888888,2.7777777777777777,4.555555555555555,3,0,0.039878606403080365,0.0
37,2,0,78118,7.333333333333333,0.7333333333333333,4.866666666666666,15,0,0,1231,0.0,0.77727078,1.23700935,0.54253653,-0.44236521,0.33490557,0.79464414,0.10017132,-0.67898188,0.0982889,0.55802746,-0.13644535,0.0,1.6,1.0,7.133333333333334,17.066666666666666,1,0,6.312559932202352e-19,0.0
38,412,1922,5845,0.5121951219512195,0.07317073170731707,0.6829268292682927,30,6,5,2935,0.0,0.06699687,2.84538155,2.35704981,0.36070922,0.42770609,3.20609076,2.71775903,-4.20456968,-4.13757281,-1.35918813,-1.84751987,0.14285714285714285,5.485714285714286,0.2,10.82857142857143,22.4,1,1,-1.4446687951357151e-18,0.0
39,104,167,178,9.714285714285714,1.5714285714285714,3.2857142857142856,6,1,0,368,0.0,0.26059441,1.63407583,0.46672915,0.45828649,0.7188809,2.09236232,0.92501564,-0.85901704,-0.59842263,0.77505879,-0.39228789,0.0,4.166666666666667,1.6666666666666667,11.333333333333334,20.166666666666668,1,1,1.7903745971210994e-18,0.0
40,1676,2845,73152,8.15625,1.21875,4.328125,5,31,28,1501,0.0,0.82911582,0.48376455,0.7220938,0.89843176,1.72754759,1.38219631,1.62052556,1.92511876,2.75423458,2.40888331,2.64721256,1.8181818181818181,2.272727272727273,1.0606060606060606,4.666666666666667,9.303030303030303,4,2,6.602235105604415e-18,5.48586475514757e-06
41,1087,494,166131,0.14049586776859505,0.05785123966942149,17.71900826446281,5,116,0,2728,0.0,0.51732723,0.2716427,0.75620248,0.49184074,1.00916797,0.76348344,1.24804322,1.13580314,1.65313037,1.40744584,1.89200562,0.2,4.0,0.6,11.8,32.0,1,14,2.2984702142403285e-19,0.0
42,53,272,782,1.7857142857142858,0.14285714285714285,1174.357142857143,7,7,0,1152,0.0,0.15084076,0.95083252,1.28171876,0.60528015,0.75612091,1.55611267,1.88699891,1.58381455,1.73465531,2.53464707,2.86553331,0.0,1.7142857142857142,1.0,2.5714285714285716,3.4285714285714284,2,3,-1.658370138974804e-18,3.65724317009838e-06
43,2149,2295,26705,2.5,1.3571428571428572,1.0714285714285714,6,3,5,4051,0.0,0.30727932,0.26526282,1.39008525,0.50074134,0.80802066,0.76600416,1.89082658,1.92042053,2.22769985,2.18568335,3.31050577,0.7272727272727273,1.8181818181818181,0.5454545454545454,7.818181818181818,22.0,1,0,0.039878606403080365,0.0
44,10768,917,48317,1.0,0.3125,0.4375,16,0,0,491,0.0,0.10233584,5.04452169,-4.02438361,0.21901349,0.32134933,5.26353518,-3.80537012,14.66172,14.76405584,19.70624169,10.63733639,0.0,1.0,2.875,12.9375,23.0,0,0,4.6742767911212496e-20,0.0
45,8790,8416,19110,5.428571428571429,0.2857142857142857,2.5714285714285716,5,1,1,895,0.0,0.41537666,7.37241535,-6.46904341,0.57601574,0.9913924,7.94843109,-5.89302768,1.80817943,2.2235561,9.18059479,-4.66086398,0.3333333333333333,1.0,0.6666666666666666,2.1666666666666665,5.666666666666667,0,0,-1.6450132016098282e-19,0.0
46,29,40,404,215.25,6.25,222.58333333333334,1,11,0,960,0.0,0.55350528,0.67966632,3.90324437,0.32622763,0.87973291,1.00589395,4.229472,0.20144358,0.75494885,0.8811099,4.10468795,0.0,2.0,1.0,8.0,20.0,26,3,0.0991389149984297,0.008349573234552933
47,116,184,4039,2.8,0.9333333333333333,0.5333333333333333,2,10,3,896,0.0,0.8411731,2.18493148,-1.01190027,0.62224487,1.46341797,2.80717634,-0.38965541,41.73277419,42.57394729,43.91770567,40.72087392,1.0,1.4,0.6,3.2,7.4,0,0,-3.384305411355685e-19,0.0
48,154,500,3009,5.0,3.3333333333333335,1.6666666666666667,6,0,0,2640,0.0,0.37083859,1.4032979,0.58968141,0.14344904,0.51428763,1.54674694,0.73313045,-0.50203988,-0.13120129,0.90125802,0.08764153,0.0,4.0,1.1666666666666667,16.5,37.666666666666664,0,0,-1.661285776756932e-19,0.0
49,1585,544,17224,6.5,1.0,1.9,3,5,2,2184,0.0,0.84394546,0.76253043,0.79392561,0.6524936,1.49643906,1.41502403,1.44641921,1.16146806,2.00541352,1.92399848,1.95539367,0.4,1.6,0.6,12.8,33.6,1,0,0.03987860640308037,0.0
50,7,37,669,13.461538461538462,1.8461538461538463,5.153846153846154,11,0,2,766,0.0,0.61300916,0.80462248,0.67676312,1.30830912,1.92131828,2.1129316,1.98507224,0.09387143,0.70688059,0.89849391,0.77063454,0.3076923076923077,4.6923076923076925,1.1538461538461537,8.384615384615385,20.0,3,0,2.063037425322751e-18,0.0
51,435,1183,3967,9.75,1.5,52.75,4,1,3,3727,0.0,1.62964918,0.23723275,0.41340946,0.75974975,2.38939893,0.9969825,1.17315921,-2.42526062,-0.79561145,-2.18802788,-2.01185116,0.42857142857142855,1.2857142857142858,0.2857142857142857,8.428571428571429,19.428571428571427,2,0,0.018717670266423393,0.0
52,66,66,4400,2.6666666666666665,1.0,2.533333333333333,1,1,13,3392,0.0,0.67761557,0.54628042,2.97647131,1.23214236,1.90975793,1.77842278,4.20861367,2.3227336,3.00034918,2.86901402,5.29920491,1.2857142857142858,1.5714285714285714,0.2857142857142857,2.5,3.5,4,1,0.015978617252425328,0.0
53,802,468,4623,6.782608695652174,1.565217391304348,1.7391304347826086,21,0,2,2280,0.0,0.92650195,1.35437908,0.49868332,0.12757007,1.05407202,1.48194915,0.62625339,0.98874413,1.91524608,2.34312321,1.48742745,0.043478260869565216,3.130434782608696,1.2173913043478262,15.304347826086957,35.95652173913044,1,0,0.0021963604787320996,0.0
54,1735,416,146892,3.8421052631578947,0.7894736842105263,31.36842105263158,1,5,13,4557,0.0,3.21050845,0.25585017,0.41421059,6.60052214,9.81103059,6.85637231,7.01473272,-7.70658079,-4.49607234,-7.45073062,-7.29237021,0.35714285714285715,2.7857142857142856,0.0,10.5,29.285714285714285,0,0,5.935900697539455e-19,0.0
55,9079,4185,52577,482.57142857142856,36.142857142857146,164.85714285714286,7,0,0,1544,0.0,5.55785059,0.66831817,-3.90649508,2.36377445,7.92162504,3.03209263,-1.54272062,-22.94272718,-17.38487658,-22.274409,-26.84922225,0.0,3.2857142857142856,1.4285714285714286,9.428571428571429,18.428571428571427,9,0,0.10084983804863046,0.0
56,321,603,3471,1.55,0.6,0.4,21,13,6,4248,0.0,0.7562288,0.65547095,-1.14681185,0.1272983,0.8835271,0.78276925,-1.01951355,4.424767,5.1809958,5.08023795,3.27795515,0.2962962962962963,3.111111111111111,1.0740740740740742,8.74074074074074,20.555555555555557,1,0,3.335017440418926e-19,0.0
57,148,31,1471,231.66666666666666,2.8333333333333335,61.583333333333336,7,2,3,4700,0.0,0.24334744,1.23520599,0.4058785,0.13287074,0.37621818,1.36807673,0.53874924,1.60705451,1.85040195,2.8422605,2.01293301,0.3,3.6,0.6,9.8,23.3,16,0,0.04364827111095159,0.0
58,1425,594,14866,0.6,0.0,257.9,4,6,0,1333,0.0,0.50062767,0.03393097,3.73161906,0.21478309,0.71541076,0.24871406,3.94640215,-0.93623779,-0.43561012,-0.90230681,2.79538127,0.0,1.0,1.0,3.0,6.25,0,2,7.18262741054914e-20,0.0
59,116,0,233,3.6470588235294117,1.0,2.823529411764706,15,2,0,1140,0.0,0.87067956,8.44027098,-6.78682969,0.20781247,1.07849204,8.64808345,-6.57901722,7.70983179,8.58051136,16.15010277,0.9230021,0.0,9.466666666666667,1.2,12.933333333333334,23.933333333333334,1,0,5.584236761194347e-19,0.0
60,47194,46117,167371,8.833333333333334,2.0833333333333335,57.25,1,9,2,3943,0.0,0.34008477,16.4453602,8.36420748,0.18045098,0.52053575,16.62581118,8.54465846,-17.32437087,-16.9842861,-0.87901067,-8.96016339,2.6666666666666665,1.0,0.3333333333333333,3.6666666666666665,14.0,1,2,0.014558192361434142,0.004870838362042693
61,2029,575,8533,1.2777777777777777,0.2222222222222222,193.33333333333334,13,4,1,3423,0.0,0.37760447,0.66487596,1.15513093,0.32732813,0.70493259,0.99220409,1.48245905,0.42438373,0.80198819,1.08925969,1.57951466,0.5714285714285714,4.642857142857143,0.35714285714285715,7.5,21.0,0,0,-3.1528366099490446e-19,0.0
62,13189,1073,17613,4.222222222222222,1.1111111111111112,1.0,9,0,0,953,0.0,0.60832819,0.56153065,0.10290294,21.76987532,22.37820352,22.33140597,21.87277826,0.74057522,1.34890341,1.30210586,0.84347816,0.0,4.222222222222222,1.1111111111111112,10.777777777777779,22.77777777777778,0,0,-1.3123568771405087e-19,0.0
63,8413,4911,39078,2.4193548387096775,0.7419354838709677,184.48387096774192,2,15,14,1800,0.0,0.73598344,-0.20664772,1.7008889,-3.4858873,-2.74990386,-3.69253502,-1.78499841,20.04480322,20.78078665,19.83815549,21.74569211,1.3125,1.5625,0.875,3.875,8.0625,1,5,0.0006735101463178131,0.00019718636092113764
64,20902,4151,272010,2.0,0.14285714285714285,562.6428571428571,0,14,0,4841,0.0,0.13886784,0.65882853,0.38121066,0.26710273,0.40597057,0.92593126,0.64831339,11.07434284,11.21321068,11.73317137,11.4555535,0.0,0.0,0.0,0.0,0.0,1,3,2.447877076349562e-18,0.0
65,786,5002,46298,0.5882352941176471,0.29411764705882354,9.784313725490197,16,40,46,4259,0.0,0.05548626,2.24615855,1.41308599,0.04448304,0.0999693,2.29064159,1.45756903,-1.805631,-1.75014474,0.44052756,-0.39254501,2.1451612903225805,5.467741935483871,0.46774193548387094,12.516129032258064,24.758064516129032,1,3,7.43208110405387e-19,0.0
66,21786,16727,158819,182.9,5.8,525.8,5,5,0,4104,0.0,0.99633803,0.56793584,0.60007946,0.30765408,1.30399212,0.87558992,0.90773355,1.21777787,2.21411591,1.78571371,1.81785734,0.0,1.6,1.0,8.8,23.6,1,1,-1.2684090729239634e-18,1.82862158504919e-06
67,99,252,1565,0.7391304347826086,0.21739130434782608,368.82608695652175,1,20,2,826,0.0,0.39472192,1.00477267,0.08355734,0.29235375,0.68707567,1.29712643,0.37591109,0.73666101,1.13138293,1.74143368,0.82021835,1.6666666666666667,2.6666666666666665,0.3333333333333333,11.0,31.666666666666668,0,10,-2.8796227757719546e-19,0.0
68,4703,5197,41404,2.5714285714285716,0.14285714285714285,1.0,7,0,0,1373,0.0,0.02411352,2.86069208,0.23453603,0.35494482,0.37905834,3.2156369,0.58948085,-4.48345671,-4.45934318,-1.62276462,-4.24892068,0.0,4.714285714285714,0.7142857142857143,12.142857142857142,31.571428571428573,0,0,-2.30656880980265e-19,0.0
69,503,555,16451,6.333333333333333,0.5,1.1666666666666667,6,0,0,3088,0.0,0.28093302,1.69204095,1.71643419,0.36892553,0.64985855,2.06096648,2.08535972,-1.54769664,-1.26676363,0.14434431,0.16873755,0.0,2.8333333333333335,1.0,5.666666666666667,12.166666666666666,0,0,7.866228991727582e-21,0.0
70,145,51,712,761.2857142857143,0.2857142857142857,490.85714285714283,6,8,0,1555,0.0,0.77093051,1.10302365,0.38801797,1.16993166,1.94086217,2.27295531,1.55794963,0.18504563,0.95597614,1.28806928,0.57306361,0.0,4.5,1.0,7.333333333333333,14.333333333333334,40,1,0.27288970924214545,0.0
71,16,629,10,3.0,0.3333333333333333,1.8333333333333333,1,4,1,960,0.0,0.29533178,0.75230655,0.61399301,0.77014829,1.06548007,1.52245484,1.3841413,1.60011414,1.89544592,2.3524207,2.21410715,0.5,1.5,0.5,3.5,5.0,0,0,-4.162320435174804e-20,0.0
72,3,17,512,2.3333333333333335,0.0,2.0,6,0,0,1584,0.0,0.98646592,0.8872927,-0.00383195,0.50837743,1.49484335,1.39567013,0.50454548,2.35669066,3.34315659,3.24398336,2.35285871,0.0,9.333333333333334,1.0,14.333333333333334,38.333333333333336,1,0,-2.118593412197044e-20,0.0
73,559,833,3675,72.44444444444444,8.88888888888889,52.77777777777778,8,1,0,410,0.0,0.35504741,0.59830791,1.14602023,0.13572364,0.49077105,0.73403156,1.28174387,1.51348684,1.86853425,2.11179475,2.65950707,0.0,2.25,0.875,11.875,27.625,4,1,0.00543954139967917,0.0
74,1791,428,24228,56.375,22.375,14.5,7,0,1,1718,0.0,2.78114134,0.89319501,25.12351485,-23.22411529,-20.44297395,-22.33092028,1.89939956,-44.37406127,-41.59291994,-43.48086626,-19.25054643,0.25,1.625,0.375,14.0,29.625,0,0,-1.7948481905453976e-19,0.0
75,189,309,5022,1.9878787878787878,0.38484848484848483,0.4484848484848485,26,117,187,4128,0.0,0.36290986,0.0917985,2.17139073,0.88274469,1.24565455,0.97454319,3.05413543,2.98744248,3.35035234,3.07924098,5.15883321,1.2206572769953052,3.863849765258216,0.19718309859154928,9.976525821596244,23.370892018779344,3,0,-4.30781763562038e-18,0.0
76,47,23,1457,71.05555555555556,3.6481481481481484,57.2037037037037,39,13,2,1319,0.0,0.98686979,10.00651271,-8.79435058,-43.21774868,-42.2308789,-33.21123597,-52.01209926,17.63864727,18.62551706,27.64515998,8.84429669,0.2926829268292683,2.3902439024390243,0.926829268292683,3.926829268292683,6.7317073170731705,20,1,0.0631319530656392,0.00010237233173633716
77,62292,869,54239,136.47272727272727,10.018181818181818,49.09090909090909,43,5,7,3974,0.0,0.07025592,0.88137246,0.83384778,0.23972613,0.30998206,1.1210986,1.07357391,0.92426516,0.99452108,1.80563762,1.75811294,0.08,3.32,1.1,9.04,19.26,40,3,0.25282942524531915,0.0006636372502407684
78,7,168,156,10.666666666666666,2.0,492.1666666666667,5,1,0,3781,0.0,0.21176379,0.49815484,2.20887172,0.49050546,0.70226925,0.9886603,2.69937718,2.74025547,2.95201926,3.23841031,4.94912719,0.0,1.6,1.2,2.2,3.6,0,0,-7.445625266267147e-19,0.0
79,60,360,3754,1.5714285714285714,0.14285714285714285,1.0,0,0,7,2140,0.0,1.39530466,0.06449638,0.90117522,0.73153003,2.12683469,0.7960264,1.63270524,0.78076142,2.17606608,0.84525779,1.68193664,1.1428571428571428,1.0,0.7142857142857143,3.142857142857143,7.285714285714286,0,0,-3.605140825500449e-19,0.0
80,1100,409,11962,0.08333333333333333,0.125,133.375,1,22,1,4883,0.0,0.33269407,0.96285114,7.83527378,0.59392981,0.92662388,1.55678096,8.4292036,-3.65403373,-3.32133967,-2.69118259,4.18124005,0.5,4.5,1.0,6.5,14.5,0,2,-4.576346379986369e-19,0.0
81,107,1,26161,0.9032258064516129,0.1935483870967742,0.2903225806451613,23,6,2,1266,0.0,5.22235759,0.9445387,-3.86328976,-4.36217577,0.86018182,-3.41763708,-8.22546553,0.40380754,5.62616513,1.34834624,-3.45948222,0.12,1.0,0.16,6.36,16.28,0,0,1.6483321483973815e-19,0.0
82,68,165,4312,754.7142857142857,38.0,214.85714285714286,6,1,0,1272,0.0,0.91783145,45.24019459,24.11827993,3.68155599,4.59938744,48.92175058,27.79983592,33.4256778,34.34350925,78.66587239,57.54395772,0.0,3.5,0.3333333333333333,5.5,9.5,0,0,-6.571758848455288e-20,0.0
83,1042,381,29036,1.6,0.1,19.3,3,7,0,1450,0.0,0.29354986,1.26437064,1.28789122,0.08187531,0.37542517,1.34624594,1.36976652,-1.49118412,-1.19763426,-0.22681348,-0.2032929,0.3333333333333333,1.0,0.6666666666666666,9.0,20.666666666666668,0,2,1.6769863152027086e-20,0.0
84,1711,4999,28054,0.8571428571428571,0.0,338.64285714285717,1,8,5,874,0.0,0.7342853,1.16418292,-0.01155676,1.0687131,1.8029984,2.23289602,1.05715633,1.05156747,1.78585277,2.21575039,1.04001071,1.1666666666666667,3.0,0.0,10.0,21.666666666666668,1,1,3.1342862525632157e-18,0.0
