,followers_count_author,following_count_author,tweet_count_author,average_like_count,average_reply_count,avg_retweet_count,nr_tweets,nr_retweets,nr_replies,account_age,nr_mentions,nr_hashtags,nr_urls,nr_longwords,nr_pos,degree_in,degree_out,eigen_left,betweenness
152,1202,112,2653,4.666666666666667,0.6666666666666666,1.0,4,0,2,1247,0.5,2.0,0.3333333333333333,11.833333333333334,21.833333333333332,0,0,3.327121342687494e-19,0.0
153,254,324,2129,3.49609375,0.5,2.39453125,221,1,34,4399,0.0196078431372549,5.568627450980392,1.1686274509803922,13.596078431372549,24.07843137254902,2,0,0.01993628265456799,0.0
154,431,684,8516,2.6785714285714284,0.6428571428571429,1.2142857142857142,19,1,8,1018,0.5555555555555556,6.074074074074074,0.8148148148148148,12.592592592592593,32.111111111111114,1,0,0.039878606403080386,0.0
155,795,1167,112186,0.9,0.6,22.5,2,7,1,854,2.0,6.0,0.6666666666666666,11.666666666666666,33.666666666666664,0,0,-3.0655762353023735e-19,0.0
156,7432,1140,378407,4.333333333333333,0.3333333333333333,338.0833333333333,3,9,0,4135,0.0,1.3333333333333333,2.0,4.0,10.666666666666666,0,0,1.10933272962023e-19,0.0
157,30881,21401,44368,248.5,14.666666666666666,66.16666666666667,5,1,0,3893,0.0,1.4,1.0,7.4,20.2,11,0,0.06074570683070691,0.0
158,845,800,14534,1.2777777777777777,1.0,0.3333333333333333,18,0,0,4328,0.0,1.0,1.0555555555555556,4.111111111111111,7.777777777777778,1,0,0.0006735101463178139,0.0
159,905,1082,13232,3.6,0.6444444444444445,21.844444444444445,3,2,40,529,3.0232558139534884,1.813953488372093,0.8837209302325582,5.186046511627907,13.44186046511628,2,1,0.03987860640308038,1.3211790951980404e-05
160,1767,1629,3361,3.125,0.0,246.375,0,7,1,2066,1.0,1.0,0.0,2.0,1.0,0,3,5.093041664013178e-19,0.0
161,754,1997,1966,22.428571428571427,2.7142857142857144,17.142857142857142,4,3,0,2564,0.0,6.5,0.5,14.0,26.25,3,1,5.063115251640092e-18,0.0
162,15,192,129,1.7,0.5,0.8,10,0,0,1733,0.0,1.1,0.5,14.5,34.4,0,0,-3.672379241468148e-19,0.0
163,196,389,6561,14.5,2.625,5.375,4,4,0,1850,0.0,7.75,1.25,15.25,28.25,0,0,-6.903960859408796e-20,0.0
164,288,9,71131,0.7073170731707317,0.5609756097560976,0.25609756097560976,11,64,7,5540,0.4444444444444444,11.0,0.5555555555555556,9.5,15.833333333333334,1,0,0.039878606403080365,0.0
165,672,386,13313,1.0,1.0,308.3333333333333,5,3,1,3737,0.3333333333333333,2.5,0.5,6.0,12.5,1,0,0.03987860640308039,0.0
166,36988,40130,1271341,0.63,0.04,23.15,5,89,6,4338,3.727272727272727,2.3636363636363638,0.36363636363636365,9.363636363636363,23.545454545454547,2,4,-1.205832011988409e-17,0.0
167,166,526,436,8.571428571428571,0.42857142857142855,1.5714285714285714,7,0,0,4214,0.0,2.5714285714285716,0.5714285714285714,8.571428571428571,22.714285714285715,1,0,0.0021963604787321013,0.0
168,5172,5748,12991,2.4444444444444446,0.1111111111111111,280.22222222222223,2,7,0,2710,0.0,4.0,1.0,9.5,21.5,0,1,5.952829254570931e-19,0.0
169,190,712,1432,0.647887323943662,0.5774647887323944,8.971830985915492,14,56,1,1241,0.26666666666666666,10.2,1.0666666666666667,12.866666666666667,18.6,1,0,0.03987860640308037,0.0
170,3954,3977,48061,0.7692307692307693,0.3076923076923077,0.23076923076923078,5,0,8,4146,0.6153846153846154,2.6153846153846154,0.07692307692307693,6.846153846153846,15.923076923076923,0,0,3.796965524300928e-21,0.0
171,764,1015,1247,173.75,7.0,426.75,3,4,5,3438,1.75,3.5,0.5,9.5,20.25,1,1,0.009358835133211696,0.0
172,1172,554,5400,9.257142857142858,0.37142857142857144,10.085714285714285,24,8,3,3654,0.14814814814814814,2.037037037037037,1.1481481481481481,2.5555555555555554,3.5925925925925926,1,2,-6.311693366295693e-19,0.0
173,132,0,26064,3.090909090909091,0.36363636363636365,114.9090909090909,2,9,0,624,0.0,2.5,1.0,14.5,32.5,0,1,1.56241821874478e-19,0.0
174,561,3821,26358,1.105263157894737,0.7368421052631579,704.1315789473684,5,29,4,2364,0.1111111111111111,6.333333333333333,1.8888888888888888,13.11111111111111,27.333333333333332,1,4,0.009358835133211707,5.48586475514757e-06
175,167,956,4969,3.625,0.5416666666666666,611.7083333333334,6,14,4,2423,2.2,5.8,1.4,6.5,22.4,1,2,-1.5334059446804598e-18,0.0
176,670,13,14519,2.5714285714285716,0.14285714285714285,2.142857142857143,7,0,0,3062,0.0,4.285714285714286,1.4285714285714286,12.571428571428571,21.285714285714285,1,0,-3.322833806766642e-20,0.0
177,38,113,1349,1.7941176470588236,0.058823529411764705,670.8676470588235,15,53,0,1076,0.2,1.0666666666666667,0.6666666666666666,2.533333333333333,6.666666666666667,4,5,0.03683288022715152,0.00035676915074749977
178,4074,4934,85202,2.0625,0.375,0.8125,12,4,0,1098,0.0,1.0,1.0,1.0,1.0,0,0,5.3730485597122634e-20,0.0
179,1848,415,1021,38.142857142857146,5.285714285714286,11.0,5,2,0,1946,0.2,2.4,1.2,13.8,37.2,2,0,0.0021963604787320996,0.0
180,662,1967,28539,1.2448979591836735,0.04081632653061224,0.6938775510204082,2,17,30,2367,1.71875,1.78125,0.0625,2.125,3.15625,0,0,1.8058770040370434e-20,0.0
181,911,1355,3802,10.428571428571429,1.1428571428571428,4.428571428571429,3,3,1,1383,0.5,6.0,1.0,8.75,22.5,0,0,3.663097940350405e-20,0.0
182,1159,3446,2116,198.25,18.125,365.25,4,3,1,2100,0.2,1.4,1.0,9.4,19.2,7,0,0.014006556084565587,0.0
183,1332,663,149367,0.8888888888888888,0.1111111111111111,37.22222222222222,11,6,1,4829,0.0,6.916666666666667,0.16666666666666666,10.583333333333334,23.333333333333332,1,1,2.4626462460878143e-18,0.0
184,755,614,52839,1.630952380952381,0.6428571428571429,1.619047619047619,32,105,31,3947,0.6666666666666666,3.015873015873016,1.0,6.5396825396825395,18.095238095238095,6,1,0.11062582351175217,0.0
185,2261,2180,1285,3.3333333333333335,0.5,60.166666666666664,4,1,1,2525,0.4,1.6,0.6,8.0,18.2,0,0,6.741853064408488e-21,0.0
186,1089,1070,18250,1.0555555555555556,0.7777777777777778,3.8333333333333335,6,12,0,2465,0.0,5.5,0.5,12.333333333333334,25.0,1,2,4.762607501366873e-19,0.0
187,110,467,8826,0.7657657657657657,0.46846846846846846,0.27927927927927926,59,21,31,1029,0.6222222222222222,7.833333333333333,1.2333333333333334,10.044444444444444,16.88888888888889,4,1,0.14805928378852923,0.0
188,915,1319,4808,5.916666666666667,0.5833333333333334,116.33333333333333,2,10,0,1246,2.5,3.0,1.0,17.5,35.5,1,2,4.262422508945396e-20,0.0
189,753,165,480924,0.5161290322580645,0.3225806451612903,3.4838709677419355,4,22,5,3379,1.1111111111111112,1.7777777777777777,1.5555555555555556,8.777777777777779,14.0,2,2,0.026729060812122164,0.0
190,3815,3648,9944,1.0,0.2608695652173913,963.1739130434783,2,21,0,4400,0.0,1.0,0.5,9.0,34.5,1,4,0.009516896584913954,7.31448634019676e-06
191,71,31,839,3.736842105263158,2.1315789473684212,71.1842105263158,9,22,7,2844,1.9375,3.625,0.3125,8.125,17.875,4,2,0.07847988421200221,3.8895216500087944e-05
192,772,584,16440,1.3076923076923077,0.23076923076923078,325.2307692307692,4,8,1,2064,0.2,1.0,0.8,1.8,3.4,0,1,-1.6841121665694305e-19,0.0
193,539,388,7412,9.31578947368421,1.4736842105263157,5.157894736842105,19,0,0,2571,0.0,6.7894736842105265,1.1578947368421053,10.947368421052632,19.736842105263158,5,0,0.07780637406568441,0.0
194,0,9,520,4.0,0.0625,549.4375,4,12,0,373,0.0,1.0,0.25,10.75,27.0,3,0,0.012228705758261613,0.0
195,330,642,3142,11.78125,0.0,4.90625,28,4,0,3343,0.0,1.0714285714285714,0.6785714285714286,11.785714285714286,26.464285714285715,8,0,0.1262829647472043,0.0
