screen_name,r,w
243,"[0.         0.28495144 0.52151994 0.61104894 0.05371437 0.33866581
 0.57523431 0.66476331 0.44954565 0.73449709 0.97106558 1.06059458
 7.76262583 8.04757727 8.28414577 8.37367476]",[7.76262583 0.44954565 0.05371437 0.61104894 0.52151994 0.28495144]
845,"[0.         0.24389969 0.64675755 0.79994877 0.63350645 0.87740614
 1.280264   1.43345522 0.61195841 0.8558581  1.25871597 1.41190718
 1.69348698 1.93738667 2.34024453 2.49343575]",[1.69348698 0.61195841 0.63350645 0.79994877 0.64675755 0.24389969]
1004,"[0.         0.43901983 0.78964921 0.0821239  0.51605788 0.9550777
 1.30570709 0.59818178 1.4518264  1.89084622 2.24147561 1.53395029
 1.58512763 2.02414746 2.37477684 1.66725153]",[1.58512763 1.4518264  0.51605788 0.0821239  0.78964921 0.43901983]
888,"[  0.           0.35404414  17.42184726   0.54267327  14.73172715
  15.08577129  32.1535744   15.27440042 -17.08204301 -16.72799887
   0.33980424 -16.53936974   0.46617038   0.82021452  17.88801764
   1.00884365]","[  0.46617038 -17.08204301  14.73172715   0.54267327  17.42184726
   0.35404414]"
596,"[ 0.          0.14026338  1.43097594  1.26413599  0.15752925  0.29779263
  1.5885052   1.42166524  0.46812329  0.60838667  1.89909923  1.73225928
 -0.43896269 -0.29869932  0.99201325  0.82517329]",[-0.43896269  0.46812329  0.15752925  1.26413599  1.43097594  0.14026338]
357,"[0.         0.94542405 0.79418542 0.21095449 0.99290002 1.93832407
 1.78708544 1.20385451 0.24903184 1.19445589 1.04321726 0.45998633
 1.26871898 2.21414303 2.0629044  1.47967347]",[1.26871898 0.24903184 0.99290002 0.21095449 0.79418542 0.94542405]
671,"[  0.           0.95921056   0.44791589   1.52897089  22.23058679
  23.18979735  22.67850268  23.75955768  -7.15523706  -6.19602649
  -6.70732117  -5.62626616 -26.58475274 -25.62554218 -26.13683685
 -25.05578185]","[-26.58475274  -7.15523706  22.23058679   1.52897089   0.44791589
   0.95921056]"
582,"[0.         0.67028159 0.98661851 0.9090199  0.89214272 1.56242431
 1.87876122 1.80116262 0.00746056 0.67774215 0.99407907 0.91648046
 2.83541468 3.50569627 3.82203319 3.74443458]",[2.83541468 0.00746056 0.89214272 0.9090199  0.98661851 0.67028159]
708,"[ 0.          0.40398833  3.61650758 -2.53734409  0.90805531  1.31204364
  4.5245629  -1.62928878  0.59351372  0.99750205  4.2100213  -1.94383037
  6.14073382  6.54472215  9.7572414   3.60338973]",[ 6.14073382  0.59351372  0.90805531 -2.53734409  3.61650758  0.40398833]
743,"[ 0.          3.22651235  0.91262822  0.31344103 -0.21954069  3.00697167
  0.69308754  0.09390035 -6.07282013 -2.84630777 -5.1601919  -5.75937909
  0.98575877  4.21227112  1.89838699  1.29919981]",[ 0.98575877 -6.07282013 -0.21954069  0.31344103  0.91262822  3.22651235]
981,"[ 0.          0.16973608  1.43517721  2.00913548  0.35543368  0.52516976
  1.79061088  2.36456915  0.25309687  0.42283295  1.68827407  2.26223235
 -0.87552312 -0.70578704  0.55965409  1.13361236]",[-0.87552312  0.25309687  0.35543368  2.00913548  1.43517721  0.16973608]
829,"[0.         0.45321091 0.22940408 1.19868339 0.84786638 1.30107729
 1.07727046 2.04654977 0.57336782 1.02657873 0.80277189 1.77205121
 1.0741359  1.52734681 1.30353998 2.27281929]",[1.0741359  0.57336782 0.84786638 1.19868339 0.22940408 0.45321091]
1074,"[  0.           0.41596144   0.51949885  -3.53703056  -1.65702006
  -1.24105862  -1.13752121  -5.19405061   0.77886081   1.19482224
   1.29835966  -2.75816975 135.03953788 135.45549931 135.55903673
 131.50250732]","[135.03953788   0.77886081  -1.65702006  -3.53703056   0.51949885
   0.41596144]"
108,"[  0.           0.64797926   0.04238695   1.41875956   3.28950025
   3.93747951   3.33188721   4.70825982  17.61480738  18.26278664
  17.65719434  19.03356695 -11.33590928 -10.68793003 -11.29352233
  -9.91714972]","[-11.33590928  17.61480738   3.28950025   1.41875956   0.04238695
   0.64797926]"
79,"[ 0.          0.59816284  0.11180631 -1.71383716  1.74513298  2.34329582
  1.85693929  0.03129582  2.2731755   2.87133833  2.38498181  0.55933834
  0.62586988  1.22403272  0.73767619 -1.08796728]",[ 0.62586988  2.2731755   1.74513298 -1.71383716  0.11180631  0.59816284]
806,"[0.00000000e+00 6.42708960e-01 3.70460653e-01 1.34016557e+01
 1.53460296e-01 7.96169256e-01 5.23920949e-01 1.35551160e+01
 9.72806901e-01 1.61551586e+00 1.34326755e+00 1.43744626e+01
 2.16392800e+02 2.17035509e+02 2.16763260e+02 2.29794456e+02]","[2.16392800e+02 9.72806901e-01 1.53460296e-01 1.34016557e+01
 3.70460653e-01 6.42708960e-01]"
750,"[ 0.          2.73571796  0.28321185  1.46368154 -4.0155432  -1.27982524
 -3.73233135 -2.55186166  0.21163547  2.94735343  0.49484732  1.67531702
  0.01350736  2.74922532  0.29671921  1.4771889 ]",[ 0.01350736  0.21163547 -4.0155432   1.46368154  0.28321185  2.73571796]
1006,"[ 0.          0.33204495  0.34292056 11.50398538  0.88530266  1.21734761
  1.22822321 12.38928804  0.23395796  0.56600291  0.57687852 11.73794334
 -1.2143989  -0.88235395 -0.87147834 10.28958648]",[-1.2143989   0.23395796  0.88530266 11.50398538  0.34292056  0.33204495]
899,"[ 0.          0.6071485   0.14187459  3.43028782  0.24978763  0.85693614
  0.39166222  3.68007545  0.1285732   0.7357217   0.27044778  3.55886102
 -0.69778512 -0.09063662 -0.55591053  2.7325027 ]",[-0.69778512  0.1285732   0.24978763  3.43028782  0.14187459  0.6071485 ]
736,"[ 0.          0.74313562  0.55466592  1.95475145  3.50567012  4.24880575
  4.06033604  5.46042158  1.70449898  2.4476346   2.2591649   3.65925044
 -0.52592735  0.21720827  0.02873857  1.42882411]",[-0.52592735  1.70449898  3.50567012  1.95475145  0.55466592  0.74313562]
980,"[ 0.          0.34867772  1.3626189   2.32242641  0.6811907   1.02986841
  2.0438096   3.00361711  0.40245508  0.7511328   1.76507398  2.7248815
 -1.12908617 -0.78040845  0.23353273  1.19334024]",[-1.12908617  0.40245508  0.6811907   2.32242641  1.3626189   0.34867772]
488,"[0.         0.03352823 0.44043694 0.97142813 0.98538599 1.01891422
 1.42582294 1.95681412 0.45851348 0.4920417  0.89895042 1.4299416
 1.20249916 1.23602739 1.6429361  2.17392729]",[1.20249916 0.45851348 0.98538599 0.97142813 0.44043694 0.03352823]
519,"[0.         0.49465245 1.53549489 0.02599341 0.9755806  1.47023305
 2.51107549 1.00157401 1.25033734 1.74498979 2.78583223 1.27633075
 0.00790112 0.50255357 1.54339601 0.03389453]",[0.00790112 1.25033734 0.9755806  0.02599341 1.53549489 0.49465245]
610,"[0.00000000e+00 7.57327332e-03 3.62083311e-01 3.73450186e+00
 1.05117555e+01 1.05193288e+01 1.08738389e+01 1.42462574e+01
 8.03336994e+00 8.04094321e+00 8.39545325e+00 1.17678718e+01
 5.03902684e-01 5.11475957e-01 8.65985994e-01 4.23840454e+00]","[5.03902684e-01 8.03336994e+00 1.05117555e+01 3.73450186e+00
 3.62083311e-01 7.57327332e-03]"
705,"[ 0.          0.29271247  0.09165028  3.97145661  0.37569581  0.66840828
  0.46734608  4.34715242 -0.13770212  0.15501035 -0.04605184  3.83375449
  2.28340065  2.57611313  2.37505093  6.25485726]",[ 2.28340065 -0.13770212  0.37569581  3.97145661  0.09165028  0.29271247]
833,"[ 0.          0.25309209  0.93351907 -0.29731031  2.20640185  2.45949394
  3.13992092  1.90909154  3.64144403  3.89453612  4.5749631   3.34413372
  0.09176631  0.3448584   1.02528538 -0.205544  ]",[ 0.09176631  3.64144403  2.20640185 -0.29731031  0.93351907  0.25309209]
512,"[ 0.00000000e+00  8.17640078e-01  1.11449101e-02  6.26904897e+01
 -2.14132329e+01 -2.05955929e+01 -2.14020880e+01  4.12772568e+01
  4.15402591e+00  4.97166599e+00  4.16517082e+00  6.68445156e+01
 -2.61715015e+01 -2.53538614e+01 -2.61603566e+01  3.65189882e+01]","[-2.61715015e+01  4.15402591e+00 -2.14132329e+01  6.26904897e+01
  1.11449101e-02  8.17640078e-01]"
125,"[0.         0.63776926 0.75684464 2.45032468 0.69680613 1.33457539
 1.45365077 3.1471308  3.0815225  3.71929177 3.83836714 5.53184718
 0.02296578 0.66073504 0.77981042 2.47329046]",[0.02296578 3.0815225  0.69680613 2.45032468 0.75684464 0.63776926]
198,"[  0.          11.84927481   0.91485732   3.42437188 -29.16110148
 -17.31182667 -28.24624416 -25.7367296    8.72506809  20.57434291
   9.63992541  12.14943997   1.63223283  13.48150764   2.54709015
   5.05660471]","[  1.63223283   8.72506809 -29.16110148   3.42437188   0.91485732
  11.84927481]"
122,"[0.         0.97173594 0.63987884 0.95531054 1.05911411 2.03085006
 1.69899295 2.01442466 0.44475254 1.41648849 1.08463138 1.40006309
 1.18626478 2.15800072 1.82614362 2.14157532]",[1.18626478 0.44475254 1.05911411 0.95531054 0.63987884 0.97173594]
1003,"[0.         0.51976863 0.97890984 0.28545406 0.28485061 0.80461924
 1.26376044 0.57030466 0.77397296 1.29374159 1.7528828  1.05942701
 1.3975851  1.91735374 2.37649494 1.68303916]",[1.3975851  0.77397296 0.28485061 0.28545406 0.97890984 0.51976863]
97,"[  0.           0.42096043   5.49584494   0.46315508 -14.83388967
 -14.41292924  -9.33804473 -14.37073458   0.42983259   0.85079302
   5.92567753   0.89298768   3.3106998    3.73166023   8.80654474
   3.77385489]","[  3.3106998    0.42983259 -14.83388967   0.46315508   5.49584494
   0.42096043]"
712,"[ 0.          0.12517031  1.52443381  1.18920833  0.26112226  0.38629257
  1.78555607  1.45033059  0.48083936  0.60600967  2.00527317  1.67004769
 -0.76849761 -0.6433273   0.7559362   0.42071072]",[-0.76849761  0.48083936  0.26112226  1.18920833  1.52443381  0.12517031]
775,"[0.         0.34994737 0.48745929 0.57807876 0.85702229 1.20696967
 1.34448158 1.43510105 0.29123971 0.64118709 0.778699   0.86931848
 4.28890466 4.63885203 4.77636395 4.86698342]",[4.28890466 0.29123971 0.85702229 0.57807876 0.48745929 0.34994737]
326,"[ 0.          0.7482217   0.67314528  0.87975374  0.20804837  0.95627007
  0.88119365  1.08780211  0.81871876  1.56694045  1.49186404  1.6984725
 33.85960488 34.60782657 34.53275016 34.73935862]",[33.85960488  0.81871876  0.20804837  0.87975374  0.67314528  0.7482217 ]
684,"[ 0.          2.10161424  0.38386782  0.36141494  0.37414967  2.47576391
  0.75801749  0.73556461 -1.8912683   0.21034593 -1.50740048 -1.52985336
 -4.69537435 -2.59376011 -4.31150653 -4.33395941]",[-4.69537435 -1.8912683   0.37414967  0.36141494  0.38386782  2.10161424]
451,"[ 0.          0.63272293  0.55477723 -3.91472225  0.97948505  1.61220798
  1.53426228 -2.9352372  -5.98406141 -5.35133848 -5.42928417 -9.89878365
  8.0019386   8.63466153  8.55671584  4.08721635]",[ 8.0019386  -5.98406141  0.97948505 -3.91472225  0.55477723  0.63272293]
731,"[0.         0.26681418 1.37894928 0.24552195 0.65385352 0.9206677
 2.03280281 0.89937547 0.50099739 0.76781157 1.87994667 0.74651934
 0.93826538 1.20507956 2.31721467 1.18378733]",[0.93826538 0.50099739 0.65385352 0.24552195 1.37894928 0.26681418]
477,"[0.         0.86810335 0.68671652 1.53546382 0.89569771 1.76380107
 1.58241424 2.43116153 0.88733102 1.75543437 1.57404754 2.42279484
 0.5076294  1.37573275 1.19434592 2.04309322]",[0.5076294  0.88733102 0.89569771 1.53546382 0.68671652 0.86810335]
453,"[  0.           0.56666229   0.61448784   1.40659841  -7.13999201
  -6.57332972  -6.52550417  -5.7333936  -10.88167653 -10.31501424
 -10.26718869  -9.47507813  10.12715226  10.69381456  10.74164011
  11.53375067]","[ 10.12715226 -10.88167653  -7.13999201   1.40659841   0.61448784
   0.56666229]"
489,"[ 0.          0.79233539  0.93505286  1.5848864   3.04224179  3.83457718
  3.97729465  4.62712819  1.54358724  2.33592264  2.47864011  3.12847364
 -0.50342021  0.28891519  0.43163266  1.08146619]",[-0.50342021  1.54358724  3.04224179  1.5848864   0.93505286  0.79233539]
407,"[ 0.          0.82288681  2.01535981  2.06163418  0.79584154  1.61872835
  2.81120135  2.85747573 -1.82832483 -1.00543802  0.18703499  0.23330936
 -2.1925272  -1.3696404  -0.17716739 -0.13089302]",[-2.1925272  -1.82832483  0.79584154  2.06163418  2.01535981  0.82288681]
612,"[0.         0.01703251 0.37172232 0.23420644 0.94898138 0.96601389
 1.32070369 1.18318782 0.36222685 0.37925936 0.73394917 0.59643329
 2.02279988 2.03983239 2.3945222  2.25700632]",[2.02279988 0.36222685 0.94898138 0.23420644 0.37172232 0.01703251]
570,"[ 0.          0.45932219  0.14971637  2.59475983 -1.34302521 -0.88370303
 -1.19330884  1.25173462  0.22217506  0.68149725  0.37189144  2.8169349
 -0.0934139   0.36590828  0.05630247  2.50134593]",[-0.0934139   0.22217506 -1.34302521  2.59475983  0.14971637  0.45932219]
766,"[ 0.          0.68702198  0.14424487  3.40662711  3.88982043  4.57684242
  4.03406531  7.29644755 -3.03242762 -2.34540564 -2.88818275  0.37419949
 -3.09698965 -2.40996767 -2.95274478  0.30963746]",[-3.09698965 -3.03242762  3.88982043  3.40662711  0.14424487  0.68702198]
128,"[0.         0.56109483 0.36428632 4.46429696 0.01975341 0.58084824
 0.38403973 4.48405037 2.87810632 3.43920115 3.24239264 7.34240328
 2.94324885 3.50434368 3.30753517 7.40754581]",[2.94324885 2.87810632 0.01975341 4.46429696 0.36428632 0.56109483]
1002,"[ 0.          0.84007235 -4.54205937  5.74124811  0.70365212  1.54372447
 -3.83840725  6.44490022  0.69119902  1.53127137 -3.85086035  6.43244713
  9.83438646 10.67445881  5.29232709 15.57563457]",[ 9.83438646  0.69119902  0.70365212  5.74124811 -4.54205937  0.84007235]
728,"[ 0.00000000e+00  1.77347986e-03  7.07957572e-02 -1.72098670e+00
  7.89551451e+00  7.89728799e+00  7.96631027e+00  6.17452781e+00
 -1.92904061e+01 -1.92886326e+01 -1.92196104e+01 -2.10113928e+01
  1.57658321e+01  1.57676056e+01  1.58366279e+01  1.40448454e+01]","[ 1.57658321e+01 -1.92904061e+01  7.89551451e+00 -1.72098670e+00
  7.07957572e-02  1.77347986e-03]"
430,"[0.         0.88268788 0.74561454 1.34223015 0.54846027 1.43114815
 1.29407481 1.89069042 0.09453219 0.97722007 0.84014672 1.43676234
 0.60320376 1.48589164 1.3488183  1.94543391]",[0.60320376 0.09453219 0.54846027 1.34223015 0.74561454 0.88268788]
1068,"[0.         0.37492517 1.14891986 0.44678766 0.99234975 1.36727491
 2.14126961 1.43913741 0.21307356 0.58799873 1.36199342 0.65986123
 0.00357721 0.37850238 1.15249708 0.45036488]",[0.00357721 0.21307356 0.99234975 0.44678766 1.14891986 0.37492517]
860,"[ 0.          0.43079416  1.57760544  3.69967743  3.24293662  3.67373079
  4.82054207  6.94261405  2.4236935   2.85448766  4.00129894  6.12337093
 -5.41593222 -4.98513806 -3.83832677 -1.71625479]",[-5.41593222  2.4236935   3.24293662  3.69967743  1.57760544  0.43079416]
303,"[0.         0.74151098 0.32843079 0.49967938 0.34866659 1.09017757
 0.67709738 0.84834597 0.903676   1.64518698 1.23210679 1.40335538
 1.61542333 2.35693431 1.94385412 2.11510271]",[1.61542333 0.903676   0.34866659 0.49967938 0.32843079 0.74151098]
745,"[0.         0.86330961 0.28961753 1.76707386 0.01127749 0.8745871
 0.30089502 1.77835135 0.17370445 1.03701407 0.46332198 1.94077831
 3.55860195 4.42191156 3.84821948 5.32567581]",[3.55860195 0.17370445 0.01127749 1.76707386 0.28961753 0.86330961]
8,"[ 0.          0.71522973  1.96372805  1.85705638  1.19234355  1.90757328
  3.15607159  3.04939993  0.82790241  1.54313214  2.79163046  2.68495879
 -3.08610789 -2.37087816 -1.12237984 -1.22905151]",[-3.08610789  0.82790241  1.19234355  1.85705638  1.96372805  0.71522973]
564,"[ 0.          0.92683235  0.88829651 -1.9925949   0.10238541  1.02921776
  0.99068192 -1.89020949  0.24404772  1.17088008  1.13234423 -1.74854718
  5.02571849  5.95255084  5.914015    3.03312358]",[ 5.02571849  0.24404772  0.10238541 -1.9925949   0.88829651  0.92683235]
751,"[0.         0.78327049 0.71244259 2.72848207 0.33014566 1.11341614
 1.04258825 3.05862773 0.1437979  0.92706839 0.85624049 2.87227997
 2.32234883 3.10561931 3.03479142 5.0508309 ]",[2.32234883 0.1437979  0.33014566 2.72848207 0.71244259 0.78327049]
1080,"[ 0.          0.88656398  0.93003509  0.73364496 -0.39008323  0.49648075
  0.53995186  0.34356173  0.57317415  1.45973812  1.50320924  1.30681911
  0.78128691  1.66785088  1.711322    1.51493187]",[ 0.78128691  0.57317415 -0.39008323  0.73364496  0.93003509  0.88656398]
312,"[ 0.          0.87110177  1.29340169  0.57815723  1.82904716  2.70014892
  3.12244884  2.40720439 -2.42872147 -1.5576197  -1.13531978 -1.85056424
  0.72544535  1.59654712  2.01884704  1.30360258]",[ 0.72544535 -2.42872147  1.82904716  0.57815723  1.29340169  0.87110177]
800,"[ 0.          0.26848908  2.48795813 -1.28183292  0.97394643  1.24243551
  3.46190457 -0.30788648  1.82010519  2.08859427  4.30806332  0.53827227
 17.96362756 18.23211664 20.45158569 16.68179464]",[17.96362756  1.82010519  0.97394643 -1.28183292  2.48795813  0.26848908]
1045,"[ 0.          0.05765574  0.16724192 -0.09234628  0.23164526  0.289301
  0.39888718  0.13929898  0.03211443  0.08977017  0.19935635 -0.06023185
  1.79651819  1.85417394  1.96376011  1.70417192]",[ 1.79651819  0.03211443  0.23164526 -0.09234628  0.16724192  0.05765574]
649,"[ 0.          0.44202351  1.18351306  0.80212048  0.69319676  1.13522027
  1.87670982  1.49531724 -0.22836547  0.21365804  0.95514759  0.57375501
  0.71768749  1.159711    1.90120055  1.51980797]",[ 0.71768749 -0.22836547  0.69319676  0.80212048  1.18351306  0.44202351]
724,"[  0.           0.27558777   0.46972147 -18.12227962 -15.45329824
 -15.17771047 -14.98357677 -33.57557786   0.81951971   1.09510748
   1.28924118 -17.30275991  49.75746475  50.03305252  50.22718623
  31.63518514]","[ 49.75746475   0.81951971 -15.45329824 -18.12227962   0.46972147
   0.27558777]"
346,"[0.         0.25944635 0.77546008 1.59478306 3.01295164 3.27239799
 3.78841172 4.6077347  0.61137098 0.87081733 1.38683106 2.20615404
 0.48352073 0.74296708 1.25898081 2.07830379]",[0.48352073 0.61137098 3.01295164 1.59478306 0.77546008 0.25944635]
792,"[0.         0.36497848 0.80600998 0.55211254 0.93925213 1.30423062
 1.74526212 1.49136467 0.07102512 0.4360036  0.8770351  0.62313766
 3.19591567 3.56089415 4.00192565 3.74802821]",[3.19591567 0.07102512 0.93925213 0.55211254 0.80600998 0.36497848]
235,"[0.         0.68130187 0.83642599 0.20748308 0.64311492 1.32441679
 1.47954091 0.850598   0.37983295 1.06113483 1.21625894 0.58731603
 2.11649437 2.79779624 2.95292036 2.32397745]",[2.11649437 0.37983295 0.64311492 0.20748308 0.83642599 0.68130187]
498,"[ 0.          0.66877146  0.98951048 19.90592677  0.85060849  1.51937995
  1.84011897 20.75653527  0.81691532  1.48568678  1.8064258  20.72284209
 -5.08698182 -4.41821036 -4.09747134 14.81894495]",[-5.08698182  0.81691532  0.85060849 19.90592677  0.98951048  0.66877146]
495,"[0.         0.26656241 0.7839178  3.04734917 1.6977294  1.96429181
 2.4816472  4.74507857 1.05983951 1.32640192 1.84375731 4.10718868
 0.41282617 0.67938857 1.19674397 3.46017534]",[0.41282617 1.05983951 1.6977294  3.04734917 0.7839178  0.26656241]
557,"[ 0.          0.28741278  0.89577741  0.09107366  7.67061488  7.95802765
  8.56639229  7.76168853 -6.39188449 -6.10447171 -5.49610707 -6.30081083
  4.21617656  4.50358933  5.11195397  4.30725021]",[ 4.21617656 -6.39188449  7.67061488  0.09107366  0.89577741  0.28741278]
932,"[ 0.          0.39957848  0.57499438  0.92115428 -1.14055089 -0.74097241
 -0.56555651 -0.21939662  5.17095398  5.57053246  5.74594836  6.09210825
  0.48147137  0.88104985  1.05646576  1.40262565]",[ 0.48147137  5.17095398 -1.14055089  0.92115428  0.57499438  0.39957848]
767,"[0.         0.09772311 0.21917559 1.71823333 0.48487516 0.58259827
 0.70405075 2.20310849 0.5454285  0.64315161 0.76460409 2.26366182
 3.77985779 3.8775809  3.99903338 5.49809111]",[3.77985779 0.5454285  0.48487516 1.71823333 0.21917559 0.09772311]
607,"[0.00000000e+00 5.12142683e-01 2.23649659e-01 3.40541205e+01
 3.81956100e-01 8.94098783e-01 6.05605759e-01 3.44360766e+01
 8.68553788e+00 9.19768056e+00 8.90918753e+00 4.27396584e+01
 3.09973397e+02 3.10485540e+02 3.10197047e+02 3.44027518e+02]","[3.09973397e+02 8.68553788e+00 3.81956100e-01 3.40541205e+01
 2.23649659e-01 5.12142683e-01]"
818,"[ 0.          0.27330865  1.30299975  0.55674225  2.89451717  3.16782582
  4.19751692  3.45125942  0.13377626  0.40708491  1.43677601  0.69051851
 -1.86325094 -1.58994229 -0.56025119 -1.30650869]",[-1.86325094  0.13377626  2.89451717  0.55674225  1.30299975  0.27330865]
923,"[0.         0.21235032 0.58529125 0.77702351 0.81773983 1.03009015
 1.40303108 1.59476335 0.61833218 0.8306825  1.20362343 1.39535569
 7.1092002  7.32155052 7.69449145 7.88622371]",[7.1092002  0.61833218 0.81773983 0.77702351 0.58529125 0.21235032]
652,"[ 0.          0.7350151   3.06601028 12.26132736  0.21216604  0.94718114
  3.27817633 12.4734934   6.16078117  6.89579627  9.22679146 18.42210853
 -2.62765209 -1.89263699  0.43835819  9.63367527]",[-2.62765209  6.16078117  0.21216604 12.26132736  3.06601028  0.7350151 ]
103,"[0.         0.3790155  1.21531777 0.17988302 0.92790688 1.30692237
 2.14322464 1.10778989 0.13161676 0.51063226 1.34693453 0.31149978
 0.35112555 0.73014104 1.56644331 0.53100857]",[0.35112555 0.13161676 0.92790688 0.17988302 1.21531777 0.3790155 ]
956,"[0.         0.48273387 0.22225119 1.21471577 1.48955127 1.97228514
 1.71180245 2.70426704 2.18301059 2.66574446 2.40526177 3.39772636
 0.75757683 1.24031071 0.97982802 1.97229261]",[0.75757683 2.18301059 1.48955127 1.21471577 0.22225119 0.48273387]
444,"[0.         0.37503905 0.43301392 0.57513329 0.41811428 0.79315333
 0.8511282  0.99324758 0.80040193 1.17544098 1.23341585 1.37553522
 1.23095986 1.60599891 1.66397378 1.80609316]",[1.23095986 0.80040193 0.41811428 0.57513329 0.43301392 0.37503905]
106,"[ 0.          0.68216499  1.24347112 -0.08345014  0.78104044  1.46320543
  2.02451156  0.6975903   0.25611763  0.93828262  1.49958875  0.17266749
  3.79961497  4.48177996  5.04308609  3.71616483]",[ 3.79961497  0.25611763  0.78104044 -0.08345014  1.24347112  0.68216499]
273,"[0.         1.09406598 0.21474831 0.33125115 0.7859978  1.88006378
 1.00074612 1.11724895 0.12307125 1.21713723 0.33781957 0.4543224
 1.87993872 2.9740047  2.09468704 2.21118988]",[1.87993872 0.12307125 0.7859978  0.33125115 0.21474831 1.09406598]
555,"[0.         0.89486849 1.20139435 0.29047021 0.01563177 0.91050026
 1.21702612 0.30610198 0.67382854 1.56869703 1.87522289 0.96429875
 0.70551018 1.60037867 1.90690453 0.99598039]",[0.70551018 0.67382854 0.01563177 0.29047021 1.20139435 0.89486849]
982,"[ 0.          0.23302097  0.47146851  3.16840598  0.1361307   0.36915167
  0.60759921  3.30453668  0.33043966  0.56346063  0.80190818  3.49884564
 -0.96872902 -0.73570805 -0.49726051  2.19967695]",[-0.96872902  0.33043966  0.1361307   3.16840598  0.47146851  0.23302097]
821,"[0.         0.2991883  0.47417424 0.74097572 0.39918232 0.69837062
 0.87335656 1.14015804 0.77801732 1.07720562 1.25219156 1.51899304
 0.63219516 0.93138347 1.1063694  1.37317089]",[0.63219516 0.77801732 0.39918232 0.74097572 0.47417424 0.2991883 ]
867,"[0.         0.46916423 0.25160258 2.38077794 1.33208778 1.80125202
 1.58369036 3.71286573 1.12106514 1.59022938 1.37266772 3.50184309
 1.56601147 2.03517571 1.81761405 3.94678941]",[1.56601147 1.12106514 1.33208778 2.38077794 0.25160258 0.46916423]
414,"[ 0.          0.08123722  0.83465838  0.38950141 -0.21035759 -0.12912036
  0.62430079  0.17914382  0.31522862  0.39646585  1.14988701  0.70473003
  1.1301683   1.21140552  1.96482668  1.51966971]",[ 1.1301683   0.31522862 -0.21035759  0.38950141  0.83465838  0.08123722]
523,"[ 0.          0.4269128   0.51114993  5.30206021  1.78425903  2.21117183
  2.29540896  7.08631925  2.39552488  2.82243767  2.90667481  7.69758509
 -3.18081794 -2.75390514 -2.66966801  2.12124228]",[-3.18081794  2.39552488  1.78425903  5.30206021  0.51114993  0.4269128 ]
795,"[0.         0.67855949 0.72764092 0.65950053 0.92542934 1.60398883
 1.65307026 1.58492988 0.52084578 1.19940527 1.2484867  1.18034631
 3.12788982 3.80644931 3.85553075 3.78739036]",[3.12788982 0.52084578 0.92542934 0.65950053 0.72764092 0.67855949]
142,"[ 0.          0.35914528  0.63477263  1.84358247  5.25398229  5.61312757
  5.88875493  7.09756476 -0.38486318 -0.0257179   0.24990946  1.45871929
  0.25149753  0.61064281  0.88627017  2.09508   ]",[ 0.25149753 -0.38486318  5.25398229  1.84358247  0.63477263  0.35914528]
844,"[0.         0.13611441 0.73466904 1.07950747 0.83067923 0.96679364
 1.56534827 1.91018671 0.35739143 0.49350584 1.09206047 1.4368989
 4.23561332 4.37172773 4.97028236 5.31512079]",[4.23561332 0.35739143 0.83067923 1.07950747 0.73466904 0.13611441]
136,"[ 0.          0.36195593  0.22643295 -1.4775357   0.06344123  0.42539716
  0.28987418 -1.41409447  0.8600985   1.22205443  1.08653144 -0.6174372
  2.54642876  2.90838469  2.77286171  1.06889306]",[ 2.54642876  0.8600985   0.06344123 -1.4775357   0.22643295  0.36195593]
696,"[ 0.          0.61111965  0.09257841 20.54596013  0.77585431  1.38697396
  0.86843273 21.32181444  0.95089146  1.56201111  1.04346987 21.49685158
 -2.54324436 -1.93212471 -2.45066595 18.00271576]",[-2.54324436  0.95089146  0.77585431 20.54596013  0.09257841  0.61111965]
446,"[ 0.          0.913631    2.5674626   0.97951041  2.13347235  3.04710335
  4.70093495  3.11298276  2.42949299  3.34312399  4.99695559  3.4090034
 -1.93061008 -1.01697908  0.63685252 -0.95109967]",[-1.93061008  2.42949299  2.13347235  0.97951041  2.5674626   0.913631  ]
679,"[ 0.          0.69017016  0.07906782  1.28453647  0.60303599  1.29320616
  0.68210381  1.88757246  0.91446468  1.60463484  0.9935325   2.19900115
 21.44742658 22.13759675 21.5264944  22.73196305]",[21.44742658  0.91446468  0.60303599  1.28453647  0.07906782  0.69017016]
900,"[0.         0.81914051 1.02585467 0.93486203 2.45360481 3.27274531
 3.47945948 3.38846683 1.77354416 2.59268466 2.79939883 2.70840619
 0.09055354 0.90969405 1.11640822 1.02541557]",[0.09055354 1.77354416 2.45360481 0.93486203 1.02585467 0.81914051]
279,"[ 0.          0.57475753  0.4765774   3.60274837 -4.67695859 -4.10220106
 -4.2003812  -1.07421023  8.94365108  9.51840861  9.42022847 12.54639945
  0.33467829  0.90943582  0.81125568  3.93742665]",[ 0.33467829  8.94365108 -4.67695859  3.60274837  0.4765774   0.57475753]
143,"[0.         0.96738631 0.7904184  0.47039653 0.78811915 1.75550547
 1.57853756 1.25851568 0.45854922 1.42593554 1.24896763 0.92894575
 1.68128417 2.64867049 2.47170258 2.1516807 ]",[1.68128417 0.45854922 0.78811915 0.47039653 0.7904184  0.96738631]
