screen_name,r,w
837,"[ 0.00000000e+00  1.60974539e+00  3.83604689e-01  4.60827258e-03
  1.91396713e-01  1.80114210e+00  5.75001402e-01  1.96004985e-01
 -3.50471474e+00 -1.89496935e+00 -3.12111005e+00 -3.50010646e+00
  3.82345026e+00  5.43319564e+00  4.20705495e+00  3.82805853e+00]",[ 3.82345026 -3.50471474  0.19139671  0.00460827  0.38360469  1.60974539]
891,"[  0.           0.96165854   0.95388247  23.49489059   2.41380297
   3.37546151   3.36768544  25.90869356   2.49657916   3.45823769
   3.45046163  25.99146975 -31.03924133 -30.07758279 -30.08535886
  -7.54435074]","[-31.03924133   2.49657916   2.41380297  23.49489059   0.95388247
   0.96165854]"
83,"[0.         0.25594757 0.79917227 0.13024474 0.21018235 0.46612992
 1.00935462 0.34042709 0.07286441 0.32881198 0.87203669 0.20310915
 0.55685379 0.81280136 1.35602607 0.68709853]",[0.55685379 0.07286441 0.21018235 0.13024474 0.79917227 0.25594757]
1040,"[0.         0.67689635 0.70523798 0.50624876 0.42865888 1.10555523
 1.13389686 0.93490764 0.76286773 1.43976408 1.46810571 1.26911649
 0.53180307 1.20869943 1.23704105 1.03805183]",[0.53180307 0.76286773 0.42865888 0.50624876 0.70523798 0.67689635]
72,"[  0.           4.52095495   0.91170423   0.1752816    2.41049384
   6.93144879   3.32219806   2.58577544 -12.23349977  -7.71254481
 -11.32179554 -12.05821816  -8.17129371  -3.65033875  -7.25958948
  -7.9960121 ]","[ -8.17129371 -12.23349977   2.41049384   0.1752816    0.91170423
   4.52095495]"
130,"[ 0.          3.30159851  0.28384864  0.34905941 -1.50638909  1.79520943
 -1.22254044 -1.15732968  1.75921742  5.06081594  2.04306607  2.10827683
 -7.74298744 -4.44138893 -7.4591388  -7.39392803]",[-7.74298744  1.75921742 -1.50638909  0.34905941  0.28384864  3.30159851]
715,"[  0.           5.74361687   0.28404995   0.78504286  -3.65707049
   2.08654637  -3.37302054  -2.87202763 -10.02231629  -4.27869942
  -9.73826633  -9.23727342   0.85950223   6.6031191    1.14355218
   1.6445451 ]","[  0.85950223 -10.02231629  -3.65707049   0.78504286   0.28404995
   5.74361687]"
1030,"[0.         0.65505365 0.51681395 2.98998647 0.48864131 1.14369496
 1.00545526 3.47862778 0.5807452  1.23579885 1.09755915 3.57073167
 0.58189009 1.23694374 1.09870404 3.57187656]",[0.58189009 0.5807452  0.48864131 2.98998647 0.51681395 0.65505365]
339,"[ 0.          0.57272183  1.59275617  1.86232521 -0.19576673  0.37695509
  1.39698944  1.66655847  0.75062004  1.32334186  2.34337621  2.61294524
 -1.46239622 -0.88967439  0.13035996  0.39992899]",[-1.46239622  0.75062004 -0.19576673  1.86232521  1.59275617  0.57272183]
788,"[ 0.          0.66382211  0.15781293  6.61380345  5.00285645  5.66667856
  5.16066938 11.6166599   2.81189238  3.47571449  2.96970531  9.42569583
  5.96053989  6.624362    6.11835282 12.57434334]",[5.96053989 2.81189238 5.00285645 6.61380345 0.15781293 0.66382211]
28,"[ 0.          0.2257016   2.26716121  2.16631544  0.10855525  0.33425685
  2.37571646  2.27487069  0.7229188   0.9486204   2.99008001  2.88923424
 -2.29319184 -2.06749024 -0.02603063 -0.1268764 ]",[-2.29319184  0.7229188   0.10855525  2.16631544  2.26716121  0.2257016 ]
127,"[ 0.          0.32276701  1.39279512 -0.2446113   0.88787803  1.21064504
  2.28067315  0.64326673  0.15530306  0.47807008  1.54809818 -0.08930824
  6.12571767  6.44848468  7.51851278  5.88110637]",[ 6.12571767  0.15530306  0.88787803 -0.2446113   1.39279512  0.32276701]
300,"[ 0.          4.09290094  0.45087967 -3.05148495  0.32838443  4.42128537
  0.7792641  -2.72310052  0.81877806  4.911679    1.26965774 -2.23270689
 24.92942275 29.02232369 25.38030243 21.8779378 ]",[24.92942275  0.81877806  0.32838443 -3.05148495  0.45087967  4.09290094]
644,"[  0.           0.58140557   0.04002016  -2.74369878 -20.95414373
 -20.37273816 -20.91412357 -23.69784251   6.94309476   7.52450033
   6.98311492   4.19939597  13.43584188  14.01724745  13.47586204
  10.6921431 ]","[ 13.43584188   6.94309476 -20.95414373  -2.74369878   0.04002016
   0.58140557]"
895,"[0.         0.85893133 0.47230266 0.74894303 2.9184332  3.77736453
 3.39073586 3.66737623 0.92785045 1.78678178 1.40015311 1.67679348
 2.26168825 3.12061958 2.73399091 3.01063128]",[2.26168825 0.92785045 2.9184332  0.74894303 0.47230266 0.85893133]
53,"[0.         0.86832215 1.37100988 0.23014817 3.58017429 4.44849644
 4.95118418 3.81032246 1.37832029 2.24664244 2.74933017 1.60846846
 1.20865676 2.07697891 2.57966664 1.43880493]",[1.20865676 1.37832029 3.58017429 0.23014817 1.37100988 0.86832215]
709,"[ 0.          0.82092064  1.04831364  0.6492069   0.48332719  1.30424783
  1.53164083  1.13253409  0.47004914  1.29096978  1.51836278  1.11925604
 -0.26873755  0.5521831   0.7795761   0.38046936]",[-0.26873755  0.47004914  0.48332719  0.6492069   1.04831364  0.82092064]
778,"[ 0.          0.05250581  1.8025615   1.21124274  0.18887137  0.24137718
  1.99143287  1.40011411  0.72640274  0.77890855  2.52896424  1.93764548
 -2.64333411 -2.5908283  -0.8407726  -1.43209136]",[-2.64333411  0.72640274  0.18887137  1.21124274  1.8025615   0.05250581]
906,"[ 0.          0.11161987  7.74954677  6.19903082 -7.39779322 -7.28617335
  0.35175355 -1.1987624   7.06940425  7.18102412 14.81895102 13.26843507
  0.11689928  0.22851914  7.86644604  6.31593009]",[ 0.11689928  7.06940425 -7.39779322  6.19903082  7.74954677  0.11161987]
1077,"[ 0.          0.27081531  0.99387541  2.5823329   2.9296432   3.20045851
  3.92351862  5.5119761  -0.09178003  0.17903528  0.90209539  2.49055287
  0.52475358  0.79556888  1.51862899  3.10708647]",[ 0.52475358 -0.09178003  2.9296432   2.5823329   0.99387541  0.27081531]
162,"[ 0.          0.97042321  0.29905186  2.15836992 -0.11283172  0.85759149
  0.18622014  2.0455382   0.73513778  1.70556098  1.03418964  2.89350769
  0.21195087  1.18237408  0.51100274  2.37032079]",[ 0.21195087  0.73513778 -0.11283172  2.15836992  0.29905186  0.97042321]
667,"[0.         0.9322725  0.36872823 2.31668364 0.16392439 1.0961969
 0.53265262 2.48060804 0.33923179 1.2715043  0.70796002 2.65591544
 0.85428328 1.78655579 1.22301151 3.17096693]",[0.85428328 0.33923179 0.16392439 2.31668364 0.36872823 0.9322725 ]
659,"[ 0.          0.81243308  0.93220262 -0.26229611  0.96668609  1.77911918
  1.89888871  0.70438998  0.85707342  1.66950651  1.78927604  0.59477732
  1.62390303  2.43633611  2.55610565  1.36160692]",[ 1.62390303  0.85707342  0.96668609 -0.26229611  0.93220262  0.81243308]
711,"[ 0.         -0.25000311  0.38241749  2.67151733  0.93174767  0.68174456
  1.31416516  3.60326499  0.20710803 -0.04289508  0.58952552  2.87862536
 -1.94403465 -2.19403776 -1.56161715  0.72748268]",[-1.94403465  0.20710803  0.93174767  2.67151733  0.38241749 -0.25000311]
625,"[0.         1.24582166 0.78056743 0.54977578 0.19514583 1.44096749
 0.97571326 0.74492161 1.12542895 2.37125061 1.90599638 1.67520472
 1.15609524 2.4019169  1.93666267 1.70587101]",[1.15609524 1.12542895 0.19514583 0.54977578 0.78056743 1.24582166]
129,"[ 0.          0.75190928  2.15578325  0.86058285  0.36443192  1.1163412
  2.52021517  1.22501476  0.33120795  1.08311724  2.48699121  1.1917908
 -1.59140091 -0.83949162  0.56438235 -0.73081806]",[-1.59140091  0.33120795  0.36443192  0.86058285  2.15578325  0.75190928]
1028,"[0.         0.77342548 0.58054294 2.47754939 0.35202568 1.12545117
 0.93256863 2.82957507 0.24552692 1.0189524  0.82606986 2.72307631
 3.46666968 4.24009516 4.04721263 5.94421907]",[3.46666968 0.24552692 0.35202568 2.47754939 0.58054294 0.77342548]
424,"[ 0.          0.65787628  3.1144154   0.93965042 -2.89415773 -2.23628145
  0.22025768 -1.95450731  0.75668048  1.41455676  3.87109588  1.69633089
  0.04814789  0.70602417  3.1625633   0.98779831]",[ 0.04814789  0.75668048 -2.89415773  0.93965042  3.1144154   0.65787628]
427,"[ 0.          0.34575416  1.82934234  1.58652613  0.98414882  1.32990299
  2.81349116  2.57067495  0.31424407  0.65999824  2.14358641  1.9007702
 -4.69309874 -4.34734457 -2.8637564  -3.10657261]",[-4.69309874  0.31424407  0.98414882  1.58652613  1.82934234  0.34575416]
535,"[ 0.          0.25452267  1.99225851  1.11672636  1.37874483  1.6332675
  3.37100334  2.49547119 -3.6963608  -3.44183813 -1.70410229 -2.57963444
  0.31533161  0.56985428  2.30759012  1.43205797]",[ 0.31533161 -3.6963608   1.37874483  1.11672636  1.99225851  0.25452267]
268,"[ 0.          0.99042658  0.27967939 -1.29717609  5.5368935   6.52732008
  5.81657289  4.23971741  0.04772679  1.03815337  0.32740618 -1.2494493
  2.58850281  3.57892939  2.8681822   1.29132672]",[ 2.58850281  0.04772679  5.5368935  -1.29717609  0.27967939  0.99042658]
275,"[ 0.          1.41619808  0.02251191 -0.2949912   0.82701035  2.24320843
  0.84952226  0.53201915  0.87915272  2.2953508   0.90166463  0.58416152
  1.67794603  3.09414411  1.70045794  1.38295483]",[ 1.67794603  0.87915272  0.82701035 -0.2949912   0.02251191  1.41619808]
404,"[ 0.          0.97004817  1.2637628   0.13673674  2.57548858  3.54553674
  3.83925138  2.71222531  1.94962131  2.91966948  3.21338412  2.08635805
 -0.16048404  0.80956413  1.10327877 -0.0237473 ]",[-0.16048404  1.94962131  2.57548858  0.13673674  1.2637628   0.97004817]
41,"[ 0.          0.2520605   0.58837175  2.13836132  0.84808804  1.10014854
  1.43645978  2.98644935 -0.97525461 -0.72319411 -0.38688286  1.16310671
  3.0539768   3.3060373   3.64234855  5.19233812]",[ 3.0539768  -0.97525461  0.84808804  2.13836132  0.58837175  0.2520605 ]
1000,"[  0.          11.5222915    0.58440413  10.50094346   0.17885526
  11.70114677   0.76325939  10.67979872 -11.22456346   0.29772805
 -10.64015933  -0.72362     11.95573644  23.47802794  12.54014056
  22.45667989]","[ 11.95573644 -11.22456346   0.17885526  10.50094346   0.58440413
  11.5222915 ]"
276,"[ 0.          1.12815014  0.04066602  0.40176929 -0.31376606  0.81438408
 -0.27310003  0.08800324  0.52436692  1.65251706  0.56503294  0.92613621
  1.3210188   2.44916894  1.36168482  1.7227881 ]",[ 1.3210188   0.52436692 -0.31376606  0.40176929  0.04066602  1.12815014]
342,"[ 0.          3.56335835  0.80148452  0.25145139  4.79498857  8.35834692
  5.59647309  5.04643996 -5.66989073 -2.10653237 -4.8684062  -5.41843934
  1.60624186  5.16960022  2.40772639  1.85769325]",[ 1.60624186 -5.66989073  4.79498857  0.25145139  0.80148452  3.56335835]
581,"[ 0.          0.05571483 -0.41893794  2.09791777  0.06018186  0.11589669
 -0.35875608  2.15809963  0.02839113  0.08410596 -0.39054681  2.1263089
  0.84464843  0.90036326  0.42571049  2.9425662 ]",[ 0.84464843  0.02839113  0.06018186  2.09791777 -0.41893794  0.05571483]
761,"[ 0.          0.40471104  1.52876183  0.09107878 -2.02971306 -1.62500203
 -0.50095124 -1.93863429  3.29283006  3.6975411   4.82159188  3.38390883
  0.72369995  1.12841099  2.25246178  0.81477873]",[ 0.72369995  3.29283006 -2.02971306  0.09107878  1.52876183  0.40471104]
418,"[ 0.          0.54020976  0.7313845   1.83456039  0.02068762  0.56089738
  0.75207212  1.85524802  0.63812237  1.17833213  1.36950687  2.47268276
 -0.13292759  0.40728216  0.5984569   1.7016328 ]",[-0.13292759  0.63812237  0.02068762  1.83456039  0.7313845   0.54020976]
502,"[ 0.          0.5730852   6.12614926 -5.24289457  0.59217449  1.16525969
  6.71832375 -4.65072007  0.46803029  1.04111548  6.59417954 -4.77486428
 14.55501569 15.12810089 20.68116495  9.31212112]",[14.55501569  0.46803029  0.59217449 -5.24289457  6.12614926  0.5730852 ]
306,"[ 0.          1.48236255  0.03272912  0.23405906  5.82560239  7.30796494
  5.85833151  6.05966145  0.95927862  2.44164117  0.99200774  1.19333768
 -2.89383616 -1.4114736  -2.86110704 -2.6597771 ]",[-2.89383616  0.95927862  5.82560239  0.23405906  0.03272912  1.48236255]
436,"[ 0.          0.84805014  1.72141914  0.31708303  2.02289925  2.8709494
  3.74431839  2.33998229  0.39833296  1.2463831   2.1197521   0.71541599
 -1.03096812 -0.18291797  0.69045102 -0.71388508]",[-1.03096812  0.39833296  2.02289925  0.31708303  1.72141914  0.84805014]
913,"[0.         0.0488271  0.67789881 0.73120558 0.79262259 0.84144969
 1.4705214  1.52382818 0.55207064 0.60089774 1.22996945 1.28327622
 0.98396357 1.03279067 1.66186238 1.71516915]",[0.98396357 0.55207064 0.79262259 0.73120558 0.67789881 0.0488271 ]
583,"[ 0.          0.46959274  0.70615141  0.75926331 -1.2803262  -0.81073346
 -0.57417479 -0.52106289 -2.03191155 -1.56231881 -1.32576015 -1.27264824
  0.61269907  1.08229182  1.31885048  1.37196239]",[ 0.61269907 -2.03191155 -1.2803262   0.75926331  0.70615141  0.46959274]
394,"[ 0.00000000e+00  2.95473916e-03  3.78231764e-01 -8.23583984e+00
  9.84474766e-01  9.87429505e-01  1.36270653e+00 -7.25136507e+00
  3.40690433e-01  3.43645172e-01  7.18922197e-01 -7.89514941e+00
  7.60764132e+00  7.61059606e+00  7.98587309e+00 -6.28198516e-01]","[ 7.60764132e+00  3.40690433e-01  9.84474766e-01 -8.23583984e+00
  3.78231764e-01  2.95473916e-03]"
604,"[ 0.          0.29330107  0.47746759  0.54304046  4.28136535  4.57466642
  4.75883294  4.82440582 -5.02195668 -4.72865561 -4.54448909 -4.47891622
  0.86012111  1.15342219  1.3375887   1.40316158]",[ 0.86012111 -5.02195668  4.28136535  0.54304046  0.47746759  0.29330107]
816,"[ 0.          0.62068108  0.24403973  0.7709533   3.77108889  4.39176996
  4.01512862  4.54204218  0.03930623  0.65998731  0.28334597  0.81025953
 -0.24898733  0.37169375 -0.00494759  0.52196597]",[-0.24898733  0.03930623  3.77108889  0.7709533   0.24403973  0.62068108]
113,"[0.         0.13474491 0.3771698  0.59941177 0.94245708 1.07720199
 1.31962687 1.54186884 0.0708776  0.20562252 0.4480474  0.67028937
 1.25879174 1.39353665 1.63596154 1.85820351]",[1.25879174 0.0708776  0.94245708 0.59941177 0.3771698  0.13474491]
907,"[ 0.          0.69674823  0.27389469 -0.14638189  3.49068544  4.18743367
  3.76458013  3.34430355  4.45373069  5.15047891  4.72762538  4.30734879
 48.21625616 48.91300439 48.49015085 48.06987427]",[48.21625616  4.45373069  3.49068544 -0.14638189  0.27389469  0.69674823]
938,"[ 0.          0.23521075  0.10857469  5.73617397  2.88402886  3.11923961
  2.99260355  8.62020283  4.4894912   4.72470195  4.59806589 10.22566517
 -0.05851268  0.17669807  0.05006201  5.67766129]",[-0.05851268  4.4894912   2.88402886  5.73617397  0.10857469  0.23521075]
377,"[ 0.          0.68801597  0.72563222  1.01568969 -0.30153416  0.38648181
  0.42409806  0.71415553  1.97223522  2.66025118  2.69786744  2.98792491
  0.37300916  1.06102513  1.09864139  1.38869886]",[ 0.37300916  1.97223522 -0.30153416  1.01568969  0.72563222  0.68801597]
530,"[ 0.          0.83242711  0.99862836  4.2355904   0.966975    1.79940212
  1.96560336  5.2025654   0.26210341  1.09453052  1.26073177  4.49769381
 -0.79867021  0.0337569   0.19995815  3.43692019]",[-0.79867021  0.26210341  0.966975    4.2355904   0.99862836  0.83242711]
434,"[ 0.          4.06547861  0.35141926 -2.33386692  0.13590527  4.20138388
  0.48732453 -2.19796165 -4.26806011 -0.20258151 -3.91664085 -6.60192703
 -4.00624807  0.05923054 -3.65482881 -6.34011499]",[-4.00624807 -4.26806011  0.13590527 -2.33386692  0.35141926  4.06547861]
368,"[ 0.          0.26293263  4.49563758 -4.01360865  0.67607914  0.93901177
  5.17171672 -3.33752951  0.16339989  0.42633252  4.65903747 -3.85020876
 15.07954112 15.34247375 19.5751787  11.06593247]",[15.07954112  0.16339989  0.67607914 -4.01360865  4.49563758  0.26293263]
43,"[ 0.          0.91566044  1.79278852 -1.16104094  0.45289268  1.36855312
  2.2456812  -0.70814825 -3.21955814 -2.3038977  -1.42676962 -4.38059908
  9.72712088 10.64278132 11.5199094   8.56607994]",[ 9.72712088 -3.21955814  0.45289268 -1.16104094  1.79278852  0.91566044]
205,"[0.         0.32132499 0.5293102  1.9623168  0.41299151 0.7343165
 0.94230171 2.37530831 0.19945016 0.52077516 0.72876036 2.16176697
 0.75130951 1.0726345  1.28061971 2.71362631]",[0.75130951 0.19945016 0.41299151 1.9623168  0.5293102  0.32132499]
567,"[ 0.          0.67258367  0.625714    0.87561365  0.0621616   0.73474527
  0.68787561  0.93777525 -1.14451979 -0.47193612 -0.51880579 -0.26890614
 13.51797342 14.19055709 14.14368743 14.39358707]",[13.51797342 -1.14451979  0.0621616   0.87561365  0.625714    0.67258367]
697,"[ 0.          0.34404502  0.95395715 -8.82487031  0.45903172  0.80307674
  1.41298887 -8.36583859  0.43028247  0.77432749  1.38423963 -8.39458783
 13.15824477 13.50228979 14.11220192  4.33337446]",[13.15824477  0.43028247  0.45903172 -8.82487031  0.95395715  0.34404502]
1009,"[0.         0.59816672 0.23099769 4.75136813 0.30371769 0.90188441
 0.53471539 5.05508583 0.02926946 0.62743618 0.26026715 4.78063759
 4.86223891 5.46040563 5.0932366  9.61360704]",[4.86223891 0.02926946 0.30371769 4.75136813 0.23099769 0.59816672]
645,"[ 0.          0.34888576  1.9083646   0.72460812 -0.49072424 -0.14183848
  1.41764036  0.23388388 -0.24495408  0.10393168  1.66341052  0.47965404
 -1.40172492 -1.05283916  0.50663968 -0.6771168 ]",[-1.40172492 -0.24495408 -0.49072424  0.72460812  1.9083646   0.34888576]
620,"[  0.           0.29348154   0.37102723  34.66039015 119.45437747
 119.74785901 119.8254047  154.11476761   3.20714831   3.50062985
   3.57817554  37.86753846 -91.85317624 -91.5596947  -91.48214901
 -57.19278609]","[-91.85317624   3.20714831 119.45437747  34.66039015   0.37102723
   0.29348154]"
630,"[0.         0.81413529 1.15080491 0.35223878 0.1618837  0.97601899
 1.31268861 0.51412248 0.56858997 1.38272526 1.71939488 0.92082875
 0.88807106 1.70220635 2.03887597 1.24030984]",[0.88807106 0.56858997 0.1618837  0.35223878 1.15080491 0.81413529]
893,"[0.         0.37873824 0.92317409 3.09359929 0.540431   0.91916925
 1.46360509 3.6340303  0.2062215  0.58495974 1.12939559 3.29982079
 0.80002857 1.17876681 1.72320266 3.89362786]",[0.80002857 0.2062215  0.540431   3.09359929 0.92317409 0.37873824]
762,"[  0.           0.53578298   8.76954231   2.03674281  -2.59264256
  -2.05685957   6.17689975  -0.55589974   0.56358886   1.09937184
   9.33313117   2.60033167 -14.39376847 -13.85798549  -5.62422616
 -12.35702566]","[-14.39376847   0.56358886  -2.59264256   2.03674281   8.76954231
   0.53578298]"
611,"[  0.           0.89897173  34.08998304  20.40735482  24.17420837
  25.0731801   58.26419141  44.58156318 -33.74272105 -32.84374932
   0.34726199 -13.33536624  28.23236911  29.13134085  62.32235215
  48.63972393]","[ 28.23236911 -33.74272105  24.17420837  20.40735482  34.08998304
   0.89897173]"
343,"[0.         0.48801265 0.18605229 0.65401704 0.7993828  1.28739545
 0.98543509 1.45339984 0.62056673 1.10857938 0.80661902 1.27458377
 1.82460676 2.31261941 2.01065905 2.4786238 ]",[1.82460676 0.62056673 0.7993828  0.65401704 0.18605229 0.48801265]
18,"[0.         0.25176827 0.40541227 5.05925658 0.71914335 0.97091161
 1.12455561 5.77839993 0.66082236 0.91259063 1.06623463 5.72007894
 0.89350273 1.14527099 1.29891499 5.95275931]",[0.89350273 0.66082236 0.71914335 5.05925658 0.40541227 0.25176827]
148,"[0.         0.01523812 0.99356297 0.57030432 0.65408501 0.66932313
 1.64764798 1.22438933 0.10193022 0.11716835 1.09549319 0.67223454
 0.24611512 0.26135324 1.23967809 0.81641944]",[0.24611512 0.10193022 0.65408501 0.57030432 0.99356297 0.01523812]
952,"[0.         0.78632963 0.42004745 1.77043491 0.68604273 1.47237237
 1.10609018 2.45647765 0.96585566 1.75218529 1.3859031  2.73629057
 0.15667116 0.94300079 0.5767186  1.92710607]",[0.15667116 0.96585566 0.68604273 1.77043491 0.42004745 0.78632963]
855,"[0.         0.72488818 0.85152031 0.8902404  1.13022252 1.85511069
 1.98174283 2.02046292 0.39922818 1.12411635 1.25074849 1.28946858
 0.29375984 1.01864801 1.14528015 1.18400024]",[0.29375984 0.39922818 1.13022252 0.8902404  0.85152031 0.72488818]
73,"[0.         0.14142619 0.59124596 3.14897899 0.36317524 0.50460143
 0.9544212  3.51215423 0.17833573 0.31976192 0.76958169 3.32731472
 1.80506104 1.94648723 2.396307   4.95404003]",[1.80506104 0.17833573 0.36317524 3.14897899 0.59124596 0.14142619]
20,"[  0.          25.86005518   0.49833576   5.89307496 -25.40610689
   0.4539483  -24.90777113 -19.51303192   3.12179631  28.98185149
   3.62013207   9.01487128   0.40348305  26.26353823   0.9018188
   6.29655801]","[  0.40348305   3.12179631 -25.40610689   5.89307496   0.49833576
  25.86005518]"
271,"[0.         0.88964117 0.78335322 0.62699641 0.06072863 0.9503698
 0.84408185 0.68772504 0.70221098 1.59185215 1.4855642  1.32920739
 1.41239806 2.30203923 2.19575128 2.03939447]",[1.41239806 0.70221098 0.06072863 0.62699641 0.78335322 0.88964117]
2,"[ 0.          1.71261982  0.24552011  0.536355   -5.59725161 -3.88463179
 -5.35173151 -5.06089661  0.53079382  2.24341364  0.77631392  1.06714882
  2.2960567   4.00867653  2.54157681  2.83241171]",[ 2.2960567   0.53079382 -5.59725161  0.536355    0.24552011  1.71261982]
383,"[ 0.          1.24192639  0.12096411  0.69567465  1.18280764  2.42473402
  1.30377174  1.87848229 -1.54959516 -0.30766877 -1.42863105 -0.8539205
  5.06520178  6.30712817  5.18616588  5.76087643]",[ 5.06520178 -1.54959516  1.18280764  0.69567465  0.12096411  1.24192639]
545,"[0.         0.43166387 0.71627282 0.38954251 0.06067761 0.49234148
 0.77695042 0.45022012 0.60967998 1.04134385 1.3259528  0.99922249
 1.22658505 1.65824892 1.94285787 1.61612756]",[1.22658505 0.60967998 0.06067761 0.38954251 0.71627282 0.43166387]
352,"[ 0.          0.07983478  0.93320758  1.47518612 -0.59758099 -0.51774621
  0.33562659  0.87760513 -0.67227792 -0.59244314  0.26092966  0.8029082
  0.32331007  0.40314485  1.25651765  1.7984962 ]",[ 0.32331007 -0.67227792 -0.59758099  1.47518612  0.93320758  0.07983478]
678,"[ 0.          0.16336147  0.62793875  2.2407359   0.60367408  0.76703555
  1.23161283  2.84440997 -0.34343001 -0.18006854  0.28450874  1.89730589
  0.53633777  0.69969924  1.16427653  2.77707367]",[ 0.53633777 -0.34343001  0.60367408  2.2407359   0.62793875  0.16336147]
826,"[0.         0.52685105 0.03893408 3.15302368 0.72366314 1.25051419
 0.76259721 3.87668682 0.05573716 0.58258821 0.09467124 3.20876085
 4.27599396 4.80284501 4.31492803 7.42901764]",[4.27599396 0.05573716 0.72366314 3.15302368 0.03893408 0.52685105]
916,"[0.         0.99971657 0.427626   0.60745581 0.17580057 1.17551714
 0.60342657 0.78325638 0.15938156 1.15909813 0.58700756 0.76683737
 2.9996999  3.99941647 3.4273259  3.60715572]",[2.9996999  0.15938156 0.17580057 0.60745581 0.427626   0.99971657]
285,"[ 0.          0.39575343  0.73912033 25.36048909  3.81915553  4.21490896
  4.55827586 29.17964462  4.64781753  5.04357096  5.38693786 30.00830662
 56.44907577 56.84482919 57.18819609 81.80956485]",[56.44907577  4.64781753  3.81915553 25.36048909  0.73912033  0.39575343]
1056,"[ 0.          0.21102338  0.29068686  2.53203264 -3.45407618 -3.24305279
 -3.16338931 -0.92204353  0.1701977   0.38122109  0.46088457  2.70223035
  4.99418275  5.20520613  5.28486961  7.52621539]",[ 4.99418275  0.1701977  -3.45407618  2.53203264  0.29068686  0.21102338]
878,"[ 0.          0.1333947   0.3335658   2.94221269  7.85795583  7.99135053
  8.19152163 10.80016852  4.78727485  4.92066956  5.12084065  7.72948755
 -0.40529534 -0.27190063 -0.07172954  2.53691736]",[-0.40529534  4.78727485  7.85795583  2.94221269  0.3335658   0.1333947 ]
695,"[ 0.          1.58458533  0.32404692  0.64672113  2.9381901   4.52277543
  3.26223701  3.58491123 -2.46731864 -0.88273331 -2.14327172 -1.8205975
 -1.98449489 -0.39990956 -1.66044797 -1.33777375]",[-1.98449489 -2.46731864  2.9381901   0.64672113  0.32404692  1.58458533]
682,"[0.         0.48839678 0.86145604 1.38025859 6.62210502 7.1105018
 7.48356107 8.00236362 0.77229556 1.26069234 1.6337516  2.15255415
 0.53813931 1.02653609 1.39959535 1.9183979 ]",[0.53813931 0.77229556 6.62210502 1.38025859 0.86145604 0.48839678]
793,"[ 0.          0.63005031  0.76632787  0.06061491 -3.76732704 -3.13727674
 -3.00099918 -3.70671214  6.15734869  6.787399    6.92367656  6.2179636
  0.1713079   0.8013582   0.93763576  0.2319228 ]",[ 0.1713079   6.15734869 -3.76732704  0.06061491  0.76632787  0.63005031]
109,"[0.         0.05763086 0.5668921  0.30091391 0.20193894 0.25956981
 0.76883104 0.50285285 0.99319849 1.05082935 1.56009059 1.29411239
 1.70293734 1.7605682  2.26982944 2.00385124]",[1.70293734 0.99319849 0.20193894 0.30091391 0.5668921  0.05763086]
814,"[ 0.          0.6905652   5.28960043  1.00389805 10.32240019 11.0129654
 15.61200063 11.32629824 -5.33166028 -4.64109508 -0.04205985 -4.32776223
 -1.76587248 -1.07530728  3.52372795 -0.76197443]",[-1.76587248 -5.33166028 10.32240019  1.00389805  5.28960043  0.6905652 ]
348,"[ 0.          1.33963701  0.19876657  0.38014436 -0.83199967  0.50763734
 -0.63323311 -0.45185532  2.09109386  3.43073087  2.28986043  2.47123822
  0.15013797  1.48977498  0.34890454  0.53028233]",[ 0.15013797  2.09109386 -0.83199967  0.38014436  0.19876657  1.33963701]
57,"[ 0.          0.94696816  0.52776244 -5.76832623  0.85361581  1.80058397
  1.38137825 -4.91471043  1.10849937  2.05546753  1.63626181 -4.65982686
  5.25326435  6.20023252  5.7810268  -0.51506188]",[ 5.25326435  1.10849937  0.85361581 -5.76832623  0.52776244  0.94696816]
847,"[  0.           0.55961148   0.99160412  55.88419648  -7.44289334
  -6.88328186  -6.45128922  48.44130315   0.40088616   0.96049764
   1.39249028  56.28508264 -58.85442205 -58.29481057 -57.86281793
  -2.97022557]","[-58.85442205   0.40088616  -7.44289334  55.88419648   0.99160412
   0.55961148]"
585,"[  0.           0.12077074   0.82173164 -12.0313151    0.39264271
   0.51341346   1.21437435 -11.63867238   0.4974901    0.61826084
   1.31922174 -11.53382499  10.65934808  10.78011882  11.48107971
  -1.37196702]","[ 10.65934808   0.4974901    0.39264271 -12.0313151    0.82173164
   0.12077074]"
116,"[0.         0.08802702 0.9521022  3.20864319 1.95282841 2.04085543
 2.9049306  5.1614716  0.78729394 0.87532097 1.73939614 3.99593714
 2.3766875  2.46471452 3.32878969 5.58533069]",[2.3766875  0.78729394 1.95282841 3.20864319 0.9521022  0.08802702]
170,"[ 0.          0.57699965  1.94253628 -0.38007158 -0.83544593 -0.25844628
  1.10709035 -1.21551751  0.59482133  1.17182098  2.53735761  0.21474975
  1.70297513  2.27997478  3.64551141  1.32290355]",[ 1.70297513  0.59482133 -0.83544593 -0.38007158  1.94253628  0.57699965]
